Group.1,Group.2,Group.3,transcript,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene,tair_symbol,uniprotswissprot,entrezgene_id,description,external_gene_name,external_gene_source
AT1G76650,494.50845187957077,-0.7914044159071542,AT1G76650.1,494.508451879571,-0.791404415907154,0.248094409569322,4.99762660539488e-05,0.0165530479764506,AT1G76650,CML38,"Q9SRE6,",843998,CML38 [Source:UniProtKB/TrEMBL;Acc:A0A178WMC5],CML38,UniProtKB Gene Name
AT2G40000,2524.519372073066,-0.7873594777428206,AT2G40000.1,2524.51937207307,-0.787359477742821,0.126883633404143,2.50222213585407e-11,1.51943268829512e-07,AT2G40000,HSPRO2,O04203,818588,Nematode resistance protein-like HSPRO2 [Source:UniProtKB/Swiss-Prot;Acc:O04203],HSPRO2,UniProtKB Gene Name
AT3G62950,344.25940460277474,-0.7727190873843857,AT3G62950.1,344.259404602775,-0.772719087384386,0.283991552622815,0.000206419600205208,0.0413224819443766,AT3G62950,,Q9LYC6,825470,Glutaredoxin-C11 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYC6],GRXC11,UniProtKB Gene Name
AT3G45730,918.2311050334272,-0.7535291718273655,AT3G45730.1,918.231105033427,-0.753529171827365,0.181238882388631,1.3057408906673e-06,0.0013214823225159,AT3G45730,,,823715,Uncharacterized protein At3g45730 [Source:UniProtKB/TrEMBL;Acc:Q9M170],,
AT1G27730,680.5740351129677,-0.7430763872731587,AT1G27730.1,680.574035112968,-0.743076387273159,0.175653114255972,9.60399325020381e-07,0.00109347465649352,AT1G27730,STZ,Q96289,839666,Zinc finger protein ZAT10 [Source:UniProtKB/Swiss-Prot;Acc:Q96289],ZAT10,UniProtKB Gene Name
AT3G46690,214.65429394333083,-0.7130359874649181,AT3G46690.1,214.654293943331,-0.713035987464918,0.25734101805481,0.000184731958719459,0.0401275692876687,AT3G46690,,Q9STE3,823822,Glycosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8Q337],UGT76E4,UniProtKB Gene Name
AT5G58650,2823.0143411440695,-0.7040617858191206,AT5G58650.1,2823.01434114407,-0.704061785819121,0.20730728642746,2.54413284109019e-05,0.0107782483642186,AT5G58650,PSY1,Q941C7,835979,PSY1 [Source:UniProtKB/TrEMBL;Acc:A0A178UNK7],PSY1,UniProtKB Gene Name
AT4G17490,516.2424499940352,-0.6671004154298014,AT4G17490.1,516.242449994035,-0.667100415429801,0.177916948651278,6.9472521511856e-06,0.00390161639635674,AT4G17490,ATERF6,Q8VZ91,827463,Ethylene-responsive transcription factor 6 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ91],ERF6,UniProtKB Gene Name
AT4G33980,510.4537000199759,-0.6662227437777961,"AT4G33980.2,AT4G33980.1",510.453700019976,-0.666222743777796,0.18494416177892,1.173239066545e-05,0.00534322401881257,AT4G33980,,",Q8L983",829544,BEST Arabidopsis thaliana protein match is: cold regulated gene 27 (TAIR:AT5G42900.2); Ha. [Source:TAIR;Acc:AT4G33980],,
AT1G76600,1926.4298841171994,-0.6556042313464765,AT1G76600.1,1926.4298841172,-0.655604231346476,0.162720746935726,2.31060133568746e-06,0.00210461122661092,AT1G76600,,,843993,Poly polymerase [Source:UniProtKB/TrEMBL;Acc:Q9C9J8],,
AT3G60690,209.3984604377939,-0.6555975891860785,AT3G60690.1,209.398460437794,-0.655597589186078,0.236361421899251,0.000187420079373482,0.0401275692876687,AT3G60690,,,825240,AT3g60690/T4C21_100 [Source:UniProtKB/TrEMBL;Acc:Q9LZZ4],,
AT4G35770,251.2623006110831,-0.6526217445962743,"AT4G35770.1,AT4G35770.2,AT4G35770.5,AT4G35770.3",251.262300611083,-0.652621744596274,0.243248032616478,0.00023814909603266,0.043821839216434,AT4G35770,SEN1,",Q38853",829730,SEN1 [Source:UniProtKB/TrEMBL;Acc:A0A178UYD5],STR15,UniProtKB Gene Name
AT1G25560,570.7031876661816,-0.6409726664874063,AT1G25560.1,570.703187666182,-0.640972666487406,0.169845435547784,6.49701220739562e-06,0.00381793778652019,AT1G25560,TEM1,Q9C6M5,839143,AP2/ERF and B3 domain-containing transcription repressor TEM1 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6M5],TEM1,UniProtKB Gene Name
AT5G28050,3189.767203776871,-0.6397934449748212,"AT5G28050.1,AT5G28050.3,AT5G28050.2",3189.76720377687,-0.639793444974821,0.166236248596849,4.72900390846493e-06,0.00309345824966925,AT5G28050,,",Q94BU8",832875,Cytidine/deoxycytidylate deaminase family protein [Source:TAIR;Acc:AT5G28050],,
AT3G07350,487.51218524227846,-0.6369379752101123,AT3G07350.1,487.512185242278,-0.636937975210112,0.215104364548102,0.000107951267913799,0.028500699240372,AT3G07350,,,819923,F21O3.6 protein [Source:UniProtKB/TrEMBL;Acc:Q9SRT1],,
AT5G59820,266.22144891241174,-0.632999988588004,AT5G59820.1,266.221448912412,-0.632999988588004,0.234599590808871,0.00022897723039422,0.0430028681040361,AT5G59820,RHL41,Q42410,836103,Zinc finger protein ZAT12 [Source:UniProtKB/Swiss-Prot;Acc:Q42410],ZAT12,UniProtKB Gene Name
AT4G22495,447.15789264456566,-0.631154728823737,AT4G22495.1,447.157892644566,-0.631154728823737,0.243308671456886,0.000301776847024325,0.04926794927416,AT4G22495,,,28720170,,,
AT4G22505,447.15789264456566,-0.631154728823737,AT4G22505.1,447.157892644566,-0.631154728823737,0.243308671456886,0.000301776847024325,0.04926794927416,AT4G22505,,,5008157,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JLV7],,
AT1G73500,276.6611452000099,-0.6266788894366514,AT1G73500.1,276.66114520001,-0.626678889436651,0.217719431960386,0.000137824742456611,0.0353627230046773,AT1G73500,ATMKK9,Q9FX43,843685,Mitogen-activated protein kinase kinase 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9FX43],MKK9,UniProtKB Gene Name
AT1G68840,363.6561760764731,-0.6144047585669218,AT1G68840.2,363.656176076473,-0.614404758566922,0.186543496271923,3.77379931831313e-05,0.0152771782626023,AT1G68840,RAV2,P82280,843216,TEM2 [Source:UniProtKB/TrEMBL;Acc:A0A178WNP0],RAV2,UniProtKB Gene Name
AT4G22490,1849.1283914420744,-0.6056009493755576,AT4G22490.1,1849.12839144207,-0.605600949375558,0.216424895911107,0.000189436842440551,0.0401275692876687,AT4G22490,,,828344,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SUX0],,
AT3G19030,3030.8048612914668,-0.604713983669228,AT3G19030.1,3030.80486129147,-0.604713983669228,0.106120195934167,5.28249988024952e-10,2.40578250796264e-06,AT3G19030,,,821436,AT3g19030/K13E13_15 [Source:UniProtKB/TrEMBL;Acc:Q9LJ63],,
AT4G26288,365.9048880718817,-0.6031482213184421,AT4G26288.1,365.904888071882,-0.603148221318442,0.179285058220511,2.7847823327947e-05,0.0115296317628457,AT4G26288,,,5008166,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; BEST Arabidopsis thaliana protein match is: oxidative stress 3 (TAIR:AT5G56550.1); Ha. [Source:TAIR;Acc:AT4G26288],,
AT1G68840,904.418543088952,-0.602136420103426,AT1G68840.1,904.418543088952,-0.602136420103426,0.185102067465945,4.19225723464632e-05,0.0159104895924067,AT1G68840,RAV2,P82280,843216,TEM2 [Source:UniProtKB/TrEMBL;Acc:A0A178WNP0],RAV2,UniProtKB Gene Name
AT4G17500,1676.6073174530418,-0.5956909734154331,AT4G17500.1,1676.60731745304,-0.595690973415433,0.212485171502918,0.000173237794192982,0.0399477581875133,AT4G17500,ATERF-1,O80337,827464,Ethylene-responsive transcription factor 1A [Source:UniProtKB/Swiss-Prot;Acc:O80337],ERF1A,UniProtKB Gene Name
AT1G13260,590.1686966526192,-0.5867938024376906,AT1G13260.1,590.168696652619,-0.586793802437691,0.160173813976548,9.99793167780901e-06,0.00467005952242684,AT1G13260,RAV1,Q9ZWM9,837886,AP2/ERF and B3 domain-containing transcription factor RAV1 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZWM9],RAV1,UniProtKB Gene Name
AT5G60680,673.0269103302329,-0.5859262758488443,AT5G60680.1,673.026910330233,-0.585926275848844,0.117014629896444,2.46139810942409e-08,3.73660744661488e-05,AT5G60680,,,836189,Emb [Source:UniProtKB/TrEMBL;Acc:Q9FF51],,
AT4G26300,401.6962934543141,-0.5641865107964581,AT4G26300.1,401.696293454314,-0.564186510796458,0.175716447570117,4.99149765661877e-05,0.0165530479764506,AT4G26300,emb1027,",O23247",828736,"Arginyl-tRNA synthetase, class Ic [Source:TAIR;Acc:AT4G26300]",emb1027,TAIR Gene Name
AT3G20340,844.5057050489218,-0.5515883194151058,AT3G20340.1,844.505705048922,-0.551588319415106,0.160788819406437,2.36869598438768e-05,0.0102739368446644,AT3G20340,,,821578,At3g20340 [Source:UniProtKB/TrEMBL;Acc:Q9LTR0],,
AT2G40140,741.3801510148023,-0.5489861216187759,AT2G40140.2,741.380151014802,-0.548986121618776,0.137982944386959,2.96299954353017e-06,0.00257033155640424,AT2G40140,CZF1,Q9XEE6,818605,Zinc finger CCCH domain-containing protein 29 [Source:UniProtKB/Swiss-Prot;Acc:Q9XEE6],CZF1,TAIR Gene Name
AT3G05200,501.2964222908082,-0.5477339267706571,AT3G05200.1,501.296422290808,-0.547733926770657,0.168639834162607,4.43819866755844e-05,0.0161007829868254,AT3G05200,ATL6,Q8RXX9,819684,E3 ubiquitin-protein ligase ATL6 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXX9],ATL6,UniProtKB Gene Name
AT2G40140,741.7246364166082,-0.5469388049857724,AT2G40140.1,741.724636416608,-0.546938804985772,0.138265701213666,3.25982030297043e-06,0.0025819194112701,AT2G40140,CZF1,Q9XEE6,818605,Zinc finger CCCH domain-containing protein 29 [Source:UniProtKB/Swiss-Prot;Acc:Q9XEE6],CZF1,TAIR Gene Name
AT5G02310,227.08492222888262,-0.5426478813228236,AT5G02310.3,227.084922228883,-0.542647881322824,0.189917586429174,0.000153192205066345,0.036936923490417,AT5G02310,PRT6,",F4KCC2",830916,E3 ubiquitin-protein ligase PRT6 [Source:UniProtKB/Swiss-Prot;Acc:F4KCC2],PRT6,UniProtKB Gene Name
AT1G51160,251.04385254913637,-0.5386822870392757,"AT1G51160.2,AT1G51160.3,AT1G51160.1",251.043852549136,-0.538682287039276,0.197899622865407,0.000224678820744873,0.0426642502054403,AT1G51160,,,841539,At1g51160 [Source:UniProtKB/TrEMBL;Acc:Q9SYB8],,
AT5G61600,676.655038635565,-0.5337918835511655,AT5G61600.1,676.655038635565,-0.533791883551165,0.193735452040426,0.000202917398155813,0.0412142743136842,AT5G61600,ERF104,Q9FKG1,836281,Ethylene-responsive transcription factor ERF104 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKG1],ERF104,UniProtKB Gene Name
AT3G16670,1099.7948600391821,-0.5329901890362444,AT3G16670.1,1099.79486003918,-0.532990189036244,0.18631959238754,0.000150605022305523,0.036936923490417,AT3G16670,,,820919,AT3g16670/MGL6_12 [Source:UniProtKB/TrEMBL;Acc:Q9LUR6],,
AT4G03510,1675.8016247224891,-0.5329794322386837,AT4G03510.3,1675.80162472249,-0.532979432238684,0.169605600695489,6.31249762649535e-05,0.0197306387360379,AT4G03510,RMA1,O64425,825654,E3 ubiquitin-protein ligase RMA1 [Source:UniProtKB/Swiss-Prot;Acc:O64425],RMA1,UniProtKB Gene Name
AT4G03510,1678.7071875372085,-0.5321769604565235,AT4G03510.1,1678.70718753721,-0.532176960456524,0.170083868410866,6.49352492111482e-05,0.0197306387360379,AT4G03510,RMA1,O64425,825654,E3 ubiquitin-protein ligase RMA1 [Source:UniProtKB/Swiss-Prot;Acc:O64425],RMA1,UniProtKB Gene Name
AT4G03510,1678.9150628255495,-0.5314811827947372,AT4G03510.2,1678.91506282555,-0.531481182794737,0.170178853725043,6.60684505076746e-05,0.0197306387360379,AT4G03510,RMA1,O64425,825654,E3 ubiquitin-protein ligase RMA1 [Source:UniProtKB/Swiss-Prot;Acc:O64425],RMA1,UniProtKB Gene Name
AT4G03510,1670.1908046020326,-0.527736510320473,AT4G03510.4,1670.19080460203,-0.527736510320473,0.169379183246599,6.89649798987355e-05,0.0199418260129407,AT4G03510,RMA1,O64425,825654,E3 ubiquitin-protein ligase RMA1 [Source:UniProtKB/Swiss-Prot;Acc:O64425],RMA1,UniProtKB Gene Name
AT1G15040,1738.7403428806815,-0.5259842234839132,AT1G15040.2,1738.74034288068,-0.525984223483913,0.192639808345264,0.000220841106512201,0.0426642502054403,AT1G15040,,",Q8H0Z4",838069,Putative glutamine amidotransferase GAT1_2.1 [Source:UniProtKB/Swiss-Prot;Acc:Q8H0Z4],GAT1_2.1,UniProtKB Gene Name
AT1G15040,1738.6196689707976,-0.5258795825699282,AT1G15040.1,1738.6196689708,-0.525879582569928,0.193042966690858,0.000224832190795535,0.0426642502054403,AT1G15040,,",Q8H0Z4",838069,Putative glutamine amidotransferase GAT1_2.1 [Source:UniProtKB/Swiss-Prot;Acc:Q8H0Z4],GAT1_2.1,UniProtKB Gene Name
AT5G02310,228.9972899838797,-0.5239649193545978,"AT5G02310.1,AT5G02310.2",228.99728998388,-0.523964919354598,0.188839419027029,0.000196555616014389,0.0411569385854497,AT5G02310,PRT6,",F4KCC2",830916,E3 ubiquitin-protein ligase PRT6 [Source:UniProtKB/Swiss-Prot;Acc:F4KCC2],PRT6,UniProtKB Gene Name
AT2G39450,498.2532671783624,-0.5142317047048922,AT2G39450.1,498.253267178362,-0.514231704704892,0.184156691647274,0.000185275973656601,0.0401275692876687,AT2G39450,MTP11,O80632,818530,MTP11 [Source:UniProtKB/TrEMBL;Acc:A0A178VPD8],MTP11,UniProtKB Gene Name
AT4G13505,336.34739280778024,-0.5039514997253552,AT4G13505.1,336.34739280778,-0.503951499725355,0.189343827172549,0.000271277657526538,0.0470653817824851,AT4G13505,"NA","NA","NA","NA","NA","NA"
AT1G67740,641.2399618733778,-0.4968375913432941,AT1G67740.1,641.239961873378,-0.496837591343294,0.187783207910757,0.000279843656091968,0.048093508330447,AT1G67740,PSBY,O49347,843099,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q549N8],PSBY,UniProtKB Gene Name
AT1G21400,1407.129083957474,-0.48487037886182144,"AT1G21400.6,AT1G21400.1",1407.12908395747,-0.484870378861821,0.173253515211197,0.000185321480250912,0.0401275692876687,AT1G21400,,",Q9LPL5",838739,Thiamin diphosphate-binding fold (THDP-binding) superfamily protein [Source:TAIR;Acc:AT1G21400],,
AT1G21400,1408.7784661555286,-0.4842063944666047,"AT1G21400.3,AT1G21400.2,AT1G21400.5,AT1G21400.4",1408.77846615553,-0.484206394466605,0.171464233413325,0.000172912881371505,0.0399477581875133,AT1G21400,,",Q9LPL5",838739,Thiamin diphosphate-binding fold (THDP-binding) superfamily protein [Source:TAIR;Acc:AT1G21400],,
AT5G21940,5955.399553215597,-0.45672907628778997,AT5G21940.1,5955.3995532156,-0.45672907628779,0.118609909022468,5.42016583422814e-06,0.003404798655246,AT5G21940,,,832254,At5g21940 [Source:UniProtKB/TrEMBL;Acc:Q9C593],,
AT1G68440,1890.1667893044623,-0.4509721689504702,AT1G68440.1,1890.16678930446,-0.45097216895047,0.162510750825218,0.000203616659616379,0.0412142743136842,AT1G68440,,,843173,At1g68440/T2E12_1 [Source:UniProtKB/TrEMBL;Acc:Q9M9C9],,
AT2G20670,4222.416154763262,-0.44974497953921705,AT2G20670.1,4222.41615476326,-0.449744979539217,0.138402904040236,4.47079764905467e-05,0.0161007829868254,AT2G20670,,,816595,Expressed protein [Source:UniProtKB/TrEMBL;Acc:Q9SIU5],,
AT3G30775,7369.592102861793,-0.4367492845299888,"AT3G30775.2,AT3G30775.1",7369.59210286179,-0.436749284529989,0.166110802627108,0.000306474044963532,0.0494074130716873,AT3G30775,ERD5,P92983,822833,"Proline dehydrogenase 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:P92983]",POX1,UniProtKB Gene Name
AT5G07440,3588.0370289353555,-0.42836667815708634,"AT5G07440.2,AT5G07440.1",3588.03702893536,-0.428366678157086,0.148156542455463,0.000145044377777377,0.0363520605214398,AT5G07440,GDH2,"Q38946,",830635,Glutamate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A178UEW8],GDH2,UniProtKB Gene Name
AT1G80440,2255.714588818923,-0.4194797070399809,AT1G80440.1,2255.71458881892,-0.419479707039981,0.126684592274138,3.91258550793796e-05,0.0154946891735012,AT1G80440,,Q9M8L2,844383,F-box/kelch-repeat protein At1g80440 [Source:UniProtKB/Swiss-Prot;Acc:Q9M8L2],,
AT5G07440,3191.70880814539,-0.41843716454935465,AT5G07440.3,3191.70880814539,-0.418437164549355,0.154456542644726,0.000251426770630917,0.0453489255503308,AT5G07440,GDH2,"Q38946,",830635,Glutamate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A178UEW8],GDH2,UniProtKB Gene Name
AT2G39660,583.1236056461385,-0.4001332782253128,AT2G39660.1,583.123605646138,-0.400133278225313,0.151840939975636,0.000302904447423062,0.04926794927416,AT2G39660,BIK1,O48814,818549,BIK1 [Source:UniProtKB/TrEMBL;Acc:A0A178VYW0],BIK1,UniProtKB Gene Name
AT5G22920,5336.015397817294,-0.3924418585798902,AT5G22920.1,5336.01539781729,-0.39244185857989,0.143167607887166,0.00025889771301152,0.0453983352206837,AT5G22920,,"Q9FFB6,",832356,E3 ubiquitin-protein ligase RZFP34 [Source:UniProtKB/Swiss-Prot;Acc:Q9FFB6],RZPF34,UniProtKB Gene Name
AT5G22920,5337.381862797304,-0.39153554279205194,AT5G22920.2,5337.3818627973,-0.391535542792052,0.143284314238423,0.000259176970025312,0.0453983352206837,AT5G22920,,"Q9FFB6,",832356,E3 ubiquitin-protein ligase RZFP34 [Source:UniProtKB/Swiss-Prot;Acc:Q9FFB6],RZPF34,UniProtKB Gene Name
AT5G54500,3084.0543264297044,-0.38864658556851006,AT5G54500.2,3084.0543264297,-0.38864658556851,0.121100100286492,5.65984860630621e-05,0.0184116896537643,AT5G54500,FQR1,",Q9LSQ5",835538,Flavodoxin-like quinone reductase 1 [Source:UniProtKB/TrEMBL;Acc:F4K0D0],FQR1,TAIR Gene Name
AT1G13245,1463.580950799955,-0.38748738671759514,AT1G13245.1,1463.58095079995,-0.387487386717595,0.134089463083959,0.00015409816024986,0.036936923490417,AT1G13245,RTFL17,,837884,At1g13245 [Source:UniProtKB/TrEMBL;Acc:Q9SAF8],RTFL17,TAIR Gene Name
AT5G54500,3088.533695459126,-0.3871840365226275,AT5G54500.1,3088.53369545913,-0.387184036522628,0.120879740500263,5.82555378860418e-05,0.0186182655029829,AT5G54500,FQR1,",Q9LSQ5",835538,Flavodoxin-like quinone reductase 1 [Source:UniProtKB/TrEMBL;Acc:F4K0D0],FQR1,TAIR Gene Name
AT4G28240,1316.2588630213713,-0.3730092381192391,AT4G28240.1,1316.25886302137,-0.373009238119239,0.117398428036875,6.57643520704935e-05,0.0197306387360379,AT4G28240,,,828939,AT4g28240/F26K10_120 [Source:UniProtKB/TrEMBL;Acc:Q94A22],,
AT1G62480,8298.948843263839,-0.37266510011608633,AT1G62480.1,8298.94884326384,-0.372665100116086,0.129661503368246,0.000145671648354016,0.0363520605214398,AT1G62480,,,842545,At1g62480/T3P18_4 [Source:UniProtKB/TrEMBL;Acc:Q9SXE9],,
AT1G23390,4471.569494132135,-0.34736267635377843,AT1G23390.1,4471.56949413214,-0.347362676353778,0.123574874100746,0.000200439116794227,0.0412142743136842,AT1G23390,,Q9LDE3,838947,F-box/Kelch repeat-containing F-box family protein [Source:UniProtKB/TrEMBL;Acc:C4PVQ8],,
AT1G22190,568.2615489082692,-0.34252095104114677,AT1G22190.1,568.261548908269,-0.342520951041147,0.127371640406955,0.00029400112550866,0.04926794927416,AT1G22190,,Q9LM15,838824,Ethylene-responsive transcription factor RAP2-13 [Source:UniProtKB/Swiss-Prot;Acc:Q9LM15],RAP2-13,UniProtKB Gene Name
