Group.1,Group.2,Group.3,transcript,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene,tair_symbol,uniprotswissprot,entrezgene_id,description,external_gene_name,external_gene_source
AT3G46230,148.52730976635002,-1.5341550958336334,AT3G46230.1,148.52730976635,-1.53415509583363,0.365358916033408,9.43652354229208e-07,0.000592232906453359,AT3G46230,ATHSP17.4,P19036,823768,17.4 kDa class I heat shock protein [Source:UniProtKB/Swiss-Prot;Acc:P19036],HSP17.4A,UniProtKB Gene Name
AT4G11890,57.842498893842674,-1.507693198586565,"AT4G11890.3,AT4G11890.4,AT4G11890.2,AT4G11890.1",57.8424988938427,-1.50769319858656,0.454154860267953,3.00043306373699e-05,0.00547624959127873,AT4G11890,,",Q8GY82",826796,Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JPT7],,
AT3G01830,46.602451775310605,-1.5050142936941406,AT3G01830.1,46.6024517753106,-1.50501429369414,0.42210657824683,1.29034485965918e-05,0.00325066948342167,AT3G01830,,"Q9SGI8,",820033,Probable calcium-binding protein CML40 [Source:UniProtKB/Swiss-Prot;Acc:Q9SGI8],CML40,UniProtKB Gene Name
AT2G42365,27.04951462815897,-1.4760957313294767,AT2G42365.5,27.049514628159,-1.47609573132948,0.519185986571975,0.000145172006039476,0.015914109713035,AT2G42365,"NA","NA","NA","NA","NA","NA"
AT4G36450,18.109792408541963,-1.445998265943094,AT4G36450.1,18.109792408542,-1.44599826594309,0.604489927059167,0.000485720707666664,0.0344073007432863,AT4G36450,ATMPK14,O23236,829797,Mitogen-activated protein kinase 14 [Source:UniProtKB/Swiss-Prot;Acc:O23236],MPK14,UniProtKB Gene Name
AT1G36622,163.21829382287322,-1.4442521753754545,AT1G36622.1,163.218293822873,-1.44425217537545,0.290873368116324,2.72936685978156e-08,2.87169531396958e-05,AT1G36622,,,5007772,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q1G3E7],,
AT1G16030,93.6050399094272,-1.4422172072371515,AT1G16030.1,93.6050399094272,-1.44221720723715,0.451535305022134,4.38473809450812e-05,0.00653563482728496,AT1G16030,Hsp70b,Q9S9N1,838174,Hsp70b [Source:UniProtKB/TrEMBL;Acc:A0A178W9N7],HSP70-5,UniProtKB Gene Name
AT1G56240,31.789327858031392,-1.4266652665757744,AT1G56240.1,31.7893278580314,-1.42666526657577,0.410524173710662,1.96139901568842e-05,0.00425243193868011,AT1G56240,AtPP2-B13,Q9C7J9,842077,F-box protein PP2-B13 [Source:UniProtKB/Swiss-Prot;Acc:Q9C7J9],PP2B13,UniProtKB Gene Name
AT3G25780,110.5351022439267,-1.4251013732453697,AT3G25780.1,110.535102243927,-1.42510137324537,0.29195962426512,4.23629678466853e-08,4.20958457994298e-05,AT3G25780,AOC3,Q9LS01,822169,"Allene oxide cyclase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LS01]",AOC3,UniProtKB Gene Name
AT2G42360,56.64290576473947,-1.4169890092235624,AT2G42360.1,56.6429057647395,-1.41698900922356,0.390298973215277,1.05193111661933e-05,0.00287257494922315,AT2G42360,,Q9SLC3,818837,E3 ubiquitin-protein ligase ATL41 [Source:UniProtKB/Swiss-Prot;Acc:Q9SLC3],ATL41,UniProtKB Gene Name
AT1G08050,175.90804621360274,-1.3927220836186944,AT1G08050.1,175.908046213603,-1.39272208361869,0.300877157984294,1.4350124665533e-07,0.000122225478490502,AT1G08050,,,837321,T6D22.13 [Source:UniProtKB/TrEMBL;Acc:Q9LN03],,
AT4G39830,51.06419017255816,-1.3917638040400842,"AT4G39830.3,AT4G39830.1,AT4G39830.2,AT4G39830.4",51.0641901725582,-1.39176380404008,0.452691155170971,6.71125369595339e-05,0.00876210505347958,AT4G39830,,,830142,At4g39830 [Source:UniProtKB/TrEMBL;Acc:O65670],,
AT5G12290,15.000298104007685,-1.3879169261622362,"AT5G12290.2,AT5G12290.3,AT5G12290.1,AT5G12290.4",15.0002981040077,-1.38791692616224,0.631449077796892,0.000788011686485572,0.0467488259712245,AT5G12290,DGS1,",Q8GUK1",831104,DGS1 [Source:UniProtKB/TrEMBL;Acc:A0A178UP20],DGS1,UniProtKB Gene Name
AT5G65300,46.307098209137145,-1.3848119956249407,AT5G65300.1,46.3070982091371,-1.38481199562494,0.507555968076562,0.000184992703448224,0.0186298712567558,AT5G65300,,,836655,Uncharacterized protein At5g65300 [Source:UniProtKB/TrEMBL;Acc:Q9FKQ7],,
AT1G74010,82.94131324948985,-1.3814797700515178,AT1G74010.1,82.9413132494899,-1.38147977005152,0.393576563541626,1.53229472469782e-05,0.00360623547280363,AT1G74010,,,843739,At1g74010 [Source:UniProtKB/TrEMBL;Acc:Q9C9C2],,
AT4G01010,32.767543869037446,-1.3759696005921422,AT4G01010.2,32.7675438690374,-1.37596960059214,0.518411991724738,0.000242528536789,0.0220823292255119,AT4G01010,ATCNGC13,Q9LD40,826427,Putative cyclic nucleotide-gated ion channel 13 [Source:UniProtKB/Swiss-Prot;Acc:Q9LD40],CNGC13,UniProtKB Gene Name
AT5G46350,36.69810608785511,-1.365613555772024,AT5G46350.1,36.6981060878551,-1.36561355577202,0.497935470929977,0.000185397762765356,0.0186298712567558,AT5G46350,WRKY8,Q9FL26,834678,WRKY transcription factor 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9FL26],WRKY8,UniProtKB Gene Name
AT3G46280,416.4785264436972,-1.3399513136673724,AT3G46280.1,416.478526443697,-1.33995131366737,0.249232307632435,3.06654595106922e-09,5.22378801464759e-06,AT3G46280,,,823773,Kinase-like protein [Source:UniProtKB/TrEMBL;Acc:Q8GYH9],,
AT2G25460,56.40774938327263,-1.337382990936519,AT2G25460.1,56.4077493832726,-1.33738299093652,0.39661195140402,2.55320328974145e-05,0.00496389898282179,AT2G25460,,,817084,CONTAINS InterPro DOMAIN/s: C2 calcium-dependent membrane targeting (InterPro:IPR000008); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G04860.1); Ha. [Source:TAIR;Acc:AT2G25460],,
AT1G64065,50.784131386796844,-1.3277674337453729,AT1G64065.1,50.7841313867968,-1.32776743374537,0.369165926619148,1.22047412094376e-05,0.00314100868550512,AT1G64065,,Q6DST1,2745848,Late embryogenesis abundant protein At1g64065 [Source:UniProtKB/Swiss-Prot;Acc:Q6DST1],,
AT5G01540,81.99820936715123,-1.3008217230903738,AT5G01540.1,81.9982093671512,-1.30082172309037,0.404826715903145,4.24865163599868e-05,0.0064428428121709,AT5G01540,LECRKA4.1,Q9M021,831722,L-type lectin-domain containing receptor kinase VI.2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M021],LECRK62,UniProtKB Gene Name
AT1G10340,146.7090591150481,-1.2946654782522569,"AT1G10340.2,AT1G10340.1",146.709059115048,-1.29466547825226,0.314369591365471,1.42179599202074e-06,0.000760795619483241,AT1G10340,,,837573,Ankyrin repeat family protein [Source:UniProtKB/TrEMBL;Acc:Q9SY76],,
AT2G41100,128.7824344489449,-1.2928606716006856,"AT2G41100.3,AT2G41100.6",128.782434448945,-1.29286067160069,0.32257122245017,2.30487118119422e-06,0.000981573294819772,AT2G41100,TCH3,",P25071",818709,Calmodulin-like protein 12 [Source:UniProtKB/Swiss-Prot;Acc:P25071],CML12,UniProtKB Gene Name
AT5G44568,198.2912223341237,-1.2909868884433595,AT5G44568.1,198.291222334124,-1.29098688844336,0.305552326372093,9.0319532291701e-07,0.000581313820802336,AT5G44568,,,5008297,Transmembrane protein [Source:UniProtKB/TrEMBL;Acc:Q570K8],,
AT5G01542,82.13516509843545,-1.2909674337825146,AT5G01542.1,82.1351650984355,-1.29096743378251,0.401302829326768,4.22179496817393e-05,0.0064428428121709,AT5G01542,"NA","NA","NA","NA","NA","NA"
AT5G57480,49.749757378402336,-1.2877078113035363,AT5G57480.1,49.7497573784023,-1.28770781130354,0.494516395838862,0.000261307128700013,0.0229818061932708,AT5G57480,,Q9FKM3,835852,AAA-ATPase At5g57480 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKM3],,
AT3G21230,24.24618470244862,-1.2853812833787985,"AT3G21230.4,AT3G21230.2,AT3G21230.1",24.2461847024486,-1.2853812833788,0.534038791272865,0.000466351491748671,0.0337450906441509,AT3G21230,4CL5,",Q9LU36",821677,4-coumarate--CoA ligase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LU36],4CL4,UniProtKB Gene Name
AT1G30755,80.33631994078982,-1.2844826119246309,AT1G30755.3,80.3363199407898,-1.28448261192463,0.356495739082716,1.1018232865045e-05,0.00291966847615745,AT1G30755,,",Q9SA91",839956,"Elongation factor G, putative (DUF668) [Source:UniProtKB/TrEMBL;Acc:Q8L5Y3]",,
AT2G43490,30.63254351952019,-1.2603329108105656,"AT2G43490.3,AT2G43490.7,AT2G43490.4,AT2G43490.2,AT2G43490.8,AT2G43490.1",30.6325435195202,-1.26033291081057,0.424681075664455,0.000103752546896107,0.0123306972096825,AT2G43490,,,818950,Ypt/Rab-GAP domain of gyp1p superfamily protein [Source:UniProtKB/TrEMBL;Acc:B3H765],,
AT5G19240,765.2860989300375,-1.2569563557762562,AT5G19240.1,765.286098930037,-1.25695635577626,0.46095179830386,0.000179163888670856,0.0183645552705516,AT5G19240,,Q84VZ5,832044,Uncharacterized GPI-anchored protein At5g19240 [Source:UniProtKB/Swiss-Prot;Acc:Q84VZ5],,
AT2G41100,107.26603993732155,-1.2566994185172862,"AT2G41100.4,AT2G41100.1",107.266039937322,-1.25669941851729,0.337864556521253,7.31683976315589e-06,0.00215464775286935,AT2G41100,TCH3,",P25071",818709,Calmodulin-like protein 12 [Source:UniProtKB/Swiss-Prot;Acc:P25071],CML12,UniProtKB Gene Name
AT2G22880,87.26946428882334,-1.2407448871918416,AT2G22880.1,87.2694642888233,-1.24074488719184,0.333219017935914,7.28267644460843e-06,0.00215464775286935,AT2G22880,,,816819,At2g22880 [Source:UniProtKB/TrEMBL;Acc:O81005],,
AT1G66880,198.5415857544155,-1.2403976391044425,AT1G66880.2,198.541585754416,-1.24039763910444,0.333425106756635,7.13589154527174e-06,0.00215056594923217,AT1G66880,,"F4HQ17,",843006,Protein kinase superfamily protein [Source:TAIR;Acc:AT1G66880],,
AT1G19020,461.53992919480584,-1.2312650780721837,AT1G19020.1,461.539929194806,-1.23126507807218,0.573363702104212,0.000722492903756174,0.0446385814267178,AT1G19020,,,838483,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase [Source:UniProtKB/TrEMBL;Acc:Q8VYY6],,
AT5G01100,72.07929207940377,-1.2279771739928764,AT5G01100.1,72.0792920794038,-1.22797717399288,0.397213163501787,6.51335089932595e-05,0.00859786353216188,AT5G01100,,Q9LFC6,831831,FRB1 [Source:UniProtKB/TrEMBL;Acc:A0A178U817],FRB1,UniProtKB Gene Name
AT2G32140,33.86992620580556,-1.2260150686824982,AT2G32140.1,33.8699262058056,-1.2260150686825,0.487905970245888,0.00036110950244025,0.0282668932840154,AT2G32140,,,817773,Transmembrane receptor [Source:UniProtKB/TrEMBL;Acc:F4ISS7],,
AT1G35210,46.67501767054544,-1.2210790039545165,AT1G35210.1,46.6750176705454,-1.22107900395452,0.359100069218219,2.54297210397805e-05,0.00496389898282179,AT1G35210,,,840410,Uncharacterized protein T32G9.25 [Source:UniProtKB/TrEMBL;Acc:Q9C6F2],,
AT1G66880,198.06906342523095,-1.2174089075145447,AT1G66880.1,198.069063425231,-1.21740890751454,0.334052526941287,9.55065493621993e-06,0.002648492860724,AT1G66880,,"F4HQ17,",843006,Protein kinase superfamily protein [Source:TAIR;Acc:AT1G66880],,
AT2G42365,62.31002491318335,-1.199157431611678,"AT2G42365.1,AT2G42365.2",62.3100249131833,-1.19915743161168,0.370256935112537,4.31320349393902e-05,0.00645919122323488,AT2G42365,"NA","NA","NA","NA","NA","NA"
AT2G38470,349.3495948816152,-1.1987391566915335,AT2G38470.1,349.349594881615,-1.19873915669153,0.151435481408895,1.15647425610139e-16,4.13705535635149e-12,AT2G38470,WRKY33,Q8S8P5,818429,WRKY33 [Source:UniProtKB/TrEMBL;Acc:A0A384L4W4],WRKY33,UniProtKB Gene Name
AT2G42365,62.17336843706487,-1.1912877782891038,AT2G42365.4,62.1733684370649,-1.1912877782891,0.377427075724402,5.65800930716494e-05,0.00769596832491298,AT2G42365,"NA","NA","NA","NA","NA","NA"
AT1G30755,62.284385875426715,-1.1888791740008546,"AT1G30755.4,AT1G30755.1,AT1G30755.5",62.2843858754267,-1.18887917400085,0.403342111410161,0.000103074815782918,0.0123306972096825,AT1G30755,,",Q9SA91",839956,"Elongation factor G, putative (DUF668) [Source:UniProtKB/TrEMBL;Acc:Q8L5Y3]",,
AT3G21230,28.433829128596116,-1.1776823866248254,AT3G21230.3,28.4338291285961,-1.17768238662483,0.487803089168464,0.000466939308105407,0.0337450906441509,AT3G21230,4CL5,",Q9LU36",821677,4-coumarate--CoA ligase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LU36],4CL4,UniProtKB Gene Name
AT1G66880,188.22770164572566,-1.176434493968692,AT1G66880.3,188.227701645726,-1.17643449396869,0.330690756136912,1.32559724465128e-05,0.00329309654395211,AT1G66880,,"F4HQ17,",843006,Protein kinase superfamily protein [Source:TAIR;Acc:AT1G66880],,
AT4G33050,369.8498604113794,-1.1665596747918734,"AT4G33050.4,AT4G33050.3,AT4G33050.6",369.849860411379,-1.16655967479187,0.217308516894113,3.38420670424193e-09,5.50287392867485e-06,AT4G33050,EDA39,",O82645",829442,calmodulin-binding family protein [Source:TAIR;Acc:AT4G33050],EDA39,TAIR Gene Name
AT5G18840,84.76015332829031,-1.1661231871961883,AT5G18840.1,84.7601533282903,-1.16612318719619,0.283973355978142,1.5253639228395e-06,0.000760795619483241,AT5G18840,,Q8LBI9,832002,Sugar transporter ERD6-like 16 [Source:UniProtKB/Swiss-Prot;Acc:Q8LBI9],,
AT2G43490,37.07332854723711,-1.1643983881438267,AT2G43490.6,37.0733285472371,-1.16439838814383,0.350170961404157,3.3042256259102e-05,0.00588069966744704,AT2G43490,,,818950,Ypt/Rab-GAP domain of gyp1p superfamily protein [Source:UniProtKB/TrEMBL;Acc:B3H765],,
AT4G33050,370.20277631700316,-1.1609687522538148,AT4G33050.5,370.202776317003,-1.16096875225381,0.217104970420968,3.78786547313791e-09,5.89144832915489e-06,AT4G33050,EDA39,",O82645",829442,calmodulin-binding family protein [Source:TAIR;Acc:AT4G33050],EDA39,TAIR Gene Name
AT4G33050,368.99263112878066,-1.1608333484235935,AT4G33050.2,368.992631128781,-1.16083334842359,0.218687033331096,4.69561675321568e-09,6.99901242136602e-06,AT4G33050,EDA39,",O82645",829442,calmodulin-binding family protein [Source:TAIR;Acc:AT4G33050],EDA39,TAIR Gene Name
AT4G33050,368.7725709985745,-1.1594948222138264,AT4G33050.1,368.772570998575,-1.15949482221383,0.219143410840647,5.18003326246593e-09,7.41221319592774e-06,AT4G33050,EDA39,",O82645",829442,calmodulin-binding family protein [Source:TAIR;Acc:AT4G33050],EDA39,TAIR Gene Name
AT3G50480,794.4807751276692,-1.1592648414340754,AT3G50480.2,794.480775127669,-1.15926484143408,0.506168498141824,0.000541746092724381,0.0368438839829454,AT3G50480,HR4,"Q9C5Z7,Q9SCS6",824212,RPW8-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCS6],HR4,UniProtKB Gene Name
AT2G25460,80.72602062168158,-1.1526841356237538,AT2G25460.2,80.7260206216816,-1.15268413562375,0.334341641233311,2.04011631548599e-05,0.00434411196154049,AT2G25460,,,817084,CONTAINS InterPro DOMAIN/s: C2 calcium-dependent membrane targeting (InterPro:IPR000008); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G04860.1); Ha. [Source:TAIR;Acc:AT2G25460],,
AT2G28400,72.02567508850053,-1.150652803142034,AT2G28400.1,72.0256750885005,-1.15065280314203,0.38721645805401,9.75443353473302e-05,0.0118286559606103,AT2G28400,,,817388,Uncharacterized protein At2g28400 [Source:UniProtKB/TrEMBL;Acc:Q9SKN0],,
AT3G48360,53.54849763208667,-1.1429210664067875,"AT3G48360.1,AT3G48360.3",53.5484976320867,-1.14292106640679,0.320854363030566,1.39653706662534e-05,0.00344540141271644,AT3G48360,BT2,",Q94BN0",823994,BTB/POZ and TAZ domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q94BN0],BT2,UniProtKB Gene Name
AT1G30040,79.626395097966,-1.1392259946058294,AT1G30040.2,79.626395097966,-1.13922599460583,0.321536326716907,1.50203471019582e-05,0.00358215251252234,AT1G30040,ATGA2OX2,",Q9XFR9",839883,Gibberellin 2-beta-dioxygenase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9XFR9],GA2OX2,UniProtKB Gene Name
AT3G50480,867.4418818944628,-1.1366293623220682,AT3G50480.1,867.441881894463,-1.13662936232207,0.502835312349741,0.000574677163194378,0.038354339848792,AT3G50480,HR4,"Q9C5Z7,Q9SCS6",824212,RPW8-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCS6],HR4,UniProtKB Gene Name
AT5G27420,332.702785705888,-1.1324809184660887,AT5G27420.1,332.702785705888,-1.13248091846609,0.272355030422263,1.23976735612184e-06,0.000726803579377939,AT5G27420,CNI1,Q8LGA5,832801,E3 ubiquitin-protein ligase ATL31 [Source:UniProtKB/Swiss-Prot;Acc:Q8LGA5],ATL31,UniProtKB Gene Name
AT4G24570,281.22577034715454,-1.1180584181500632,AT4G24570.1,281.225770347155,-1.11805841815006,0.251311763362209,3.51951753389823e-07,0.000273703697261177,AT4G24570,DIC2,Q9SB52,828559,DIC2 [Source:UniProtKB/TrEMBL;Acc:A0A178URN9],PUMP4,UniProtKB Gene Name
AT1G07400,79.89826785216391,-1.1173750717711866,AT1G07400.1,79.8982678521639,-1.11737507177119,0.404220850719876,0.000174257074652267,0.0179129262400446,AT1G07400,,Q9LNW0,837252,17.8 kDa class I heat shock protein [Source:UniProtKB/Swiss-Prot;Acc:Q9LNW0],HSP17.8,UniProtKB Gene Name
AT1G10470,36.9449820499285,-1.1153068297604418,"AT1G10470.1,AT1G10470.3",36.9449820499285,-1.11530682976044,0.371578396172664,9.62492206804139e-05,0.0117128011198548,AT1G10470,ARR4,",O82798",837587,Two-component response regulator ARR4 [Source:UniProtKB/Swiss-Prot;Acc:O82798],ARR4,UniProtKB Gene Name
AT2G27390,81.68379256584278,-1.1130647144398178,AT2G27390.1,81.6837925658428,-1.11306471443982,0.432584240053733,0.000293615955317395,0.024598415853792,AT2G27390,,,817284,At2g27390 [Source:UniProtKB/TrEMBL;Acc:Q9XIP3],,
AT1G80450,150.88246227502614,-1.1118916598888313,AT1G80450.1,150.882462275026,-1.11189165988883,0.190273617166428,2.39234665711409e-10,4.75452316471903e-07,AT1G80450,,Q9M8L3,844384,VQ motif-containing protein 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9M8L3],VQ11,UniProtKB Gene Name
AT2G41105,115.56730958063554,-1.099291284650379,AT2G41105.1,115.567309580636,-1.09929128465038,0.326777021965072,2.74909246221486e-05,0.00517596235004275,AT2G41105,,,28718340,,,
AT2G41100,3569.9033019262333,-1.0955116127574198,AT2G41100.7,3569.90330192623,-1.09551161275742,0.144625306305115,1.58230385991644e-15,8.54355638660089e-12,AT2G41100,TCH3,",P25071",818709,Calmodulin-like protein 12 [Source:UniProtKB/Swiss-Prot;Acc:P25071],CML12,UniProtKB Gene Name
AT2G41100,3578.618919773178,-1.0908394405832034,AT2G41100.2,3578.61891977318,-1.0908394405832,0.144362919123031,1.9106155785874e-15,8.54355638660089e-12,AT2G41100,TCH3,",P25071",818709,Calmodulin-like protein 12 [Source:UniProtKB/Swiss-Prot;Acc:P25071],CML12,UniProtKB Gene Name
AT2G41100,3466.547723507591,-1.088633945143416,AT2G41100.1,3466.54772350759,-1.08863394514342,0.144056973737605,1.90164669606348e-15,8.54355638660089e-12,AT2G41100,TCH3,",P25071",818709,Calmodulin-like protein 12 [Source:UniProtKB/Swiss-Prot;Acc:P25071],CML12,UniProtKB Gene Name
