Group.1,Group.2,Group.3,transcript,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene,tair_symbol,uniprotswissprot,entrezgene_id,description,external_gene_name,external_gene_source
AT4G36850,64.61847451873427,-3.1168574934410236,"AT4G36850.3,AT4G36850.4",64.6184745187343,-3.11685749344102,0.538655027396248,3.32336649185137e-10,3.27211384745049e-08,AT4G36850,,,829838,PQ-loop repeat family protein / transmembrane family protein [Source:UniProtKB/TrEMBL;Acc:Q94AH7],,
AT3G22640,75.33388072970818,-3.0975311659355067,AT3G22640.1,75.3338807297082,-3.09753116593551,0.705640417876825,4.42556569145229e-07,2.24377325438269e-05,AT3G22640,PAP85,Q9LUJ7,821835,Vicilin-like seed storage protein At3g22640 [Source:UniProtKB/Swiss-Prot;Acc:Q9LUJ7],PAP85,UniProtKB Gene Name
AT4G36850,356.592022594283,-3.075041381083447,"AT4G36850.3,AT4G36850.4,AT4G36850.2,AT4G36850.1",356.592022594283,-3.07504138108345,0.40689307864659,1.86002429257154e-15,4.38761584039163e-13,AT4G36850,,,829838,PQ-loop repeat family protein / transmembrane family protein [Source:UniProtKB/TrEMBL;Acc:Q94AH7],,
AT1G80160,618.1849442006328,-3.0746627111587053,AT1G80160.1,618.184944200633,-3.07466271115871,0.174379030696714,6.76986747768463e-71,2.1824924436809e-67,AT1G80160,,,844356,F18B13.24 protein [Source:UniProtKB/TrEMBL;Acc:Q9SSC3],,
AT1G80160,619.2307039020998,-3.055813730545192,AT1G80160.3,619.2307039021,-3.05581373054519,0.175033892476951,1.45450105336474e-69,4.32837136542065e-66,AT1G80160,,,844356,F18B13.24 protein [Source:UniProtKB/TrEMBL;Acc:Q9SSC3],,
AT2G37770,108.26233368059691,-3.045466190766496,"AT2G37770.2,AT2G37770.1",108.262333680597,-3.0454661907665,0.259760775780224,5.98316924216867e-33,5.26056557505766e-30,AT2G37770,,"Q0PGJ6,",818354,"NADPH-dependent aldo-keto reductase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q0PGJ6]",AKR4C9,UniProtKB Gene Name
AT4G36850,112.60129606366282,-3.0421195031768575,"AT4G36850.2,AT4G36850.1",112.601296063663,-3.04211950317686,0.330985537721145,1.92728713587889e-21,7.30970883711872e-19,AT4G36850,,,829838,PQ-loop repeat family protein / transmembrane family protein [Source:UniProtKB/TrEMBL;Acc:Q94AH7],,
AT5G14470,318.80919768757946,-2.950973103835595,AT5G14470.1,318.809197687579,-2.9509731038356,0.219048913658042,1.00988063801787e-42,1.69861923314605e-39,AT5G14470,,Q9LY82,831298,Probable glucuronokinase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LY82],GLCAK2,UniProtKB Gene Name
AT5G34780,14.34845789922762,-2.7922681738621176,AT5G34780.1,14.3484578992276,-2.79226817386212,1.0428654809435,0.000238367792077227,0.00501986739482831,AT5G34780,,F4KIN4,833376,Putative 2-dehydropantoate 2-reductase [Source:UniProtKB/Swiss-Prot;Acc:F4KIN4],KPR,UniProtKB Gene Name
AT5G63160,3297.421119153739,-2.7814366209836723,AT5G63160.3,3297.42111915374,-2.78143662098367,0.322713359995176,3.2213163117568e-19,1.04722557005566e-16,AT5G63160,BT1,"Q9FMK7,",836437,BTB/POZ and TAZ domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMK7],BT1,UniProtKB Gene Name
AT5G63160,3064.2910161063005,-2.7530536473611287,AT5G63160.1,3064.2910161063,-2.75305364736113,0.32685713548899,1.71685748025707e-18,5.14870918459108e-16,AT5G63160,BT1,"Q9FMK7,",836437,BTB/POZ and TAZ domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMK7],BT1,UniProtKB Gene Name
AT4G33150,39.02329574000132,-2.747946214361884,"AT4G33150.2,AT4G33150.1,AT4G33150.4",39.0232957400013,-2.74794621436188,0.510109753742125,3.71542058802762e-09,3.00072569662707e-07,AT4G33150,,",Q9SMZ4",829452,Lysine-ketoglutarate reductase/saccharopine dehydrogenase bifunctional enzyme [Source:UniProtKB/TrEMBL;Acc:F4JVY8],,
AT5G63160,3493.1775469750496,-2.705120674440878,AT5G63160.2,3493.17754697505,-2.70512067444088,0.330597445588011,1.35285213823516e-17,3.84826748674745e-15,AT5G63160,BT1,"Q9FMK7,",836437,BTB/POZ and TAZ domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMK7],BT1,UniProtKB Gene Name
AT3G49570,36.66195731944919,-2.6378743970386322,AT3G49570.1,36.6619573194492,-2.63787439703863,0.480896275168069,2.36356805230249e-09,2.01847668148728e-07,AT3G49570,LSU3,Q9SCK2,824119,Protein RESPONSE TO LOW SULFUR 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCK2],LSU3,UniProtKB Gene Name
AT1G77760,7330.708720267446,-2.6257249624430385,AT1G77760.1,7330.70872026745,-2.62572496244304,0.115774801737978,5.1050066889361e-115,1.97492288768182e-110,AT1G77760,NIA1,P11832,844112,Nitrate reductase [Source:UniProtKB/TrEMBL;Acc:A0A178WBR8],NIA1,UniProtKB Gene Name
AT5G63160,521.7909193284441,-2.5671395621213917,"AT5G63160.1,AT5G63160.3",521.790919328444,-2.56713956212139,0.265881883584327,2.19378777211415e-23,9.64419019909182e-21,AT5G63160,BT1,"Q9FMK7,",836437,BTB/POZ and TAZ domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMK7],BT1,UniProtKB Gene Name
AT1G68238,598.971085746195,-2.553906798377131,AT1G68238.1,598.971085746195,-2.55390679837713,0.356091657667207,3.52434769911218e-14,7.2139108512092e-12,AT1G68238,,,6241144,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q1G3X3],,
AT4G15710,29.924536043974847,-2.542284209336229,AT4G15710.1,29.9245360439748,-2.54228420933623,0.560483692980295,2.66435288156381e-07,1.40810321825379e-05,AT4G15710,,,827248,unknown protein; Ha. [Source:TAIR;Acc:AT4G15710],,
AT1G10070,1885.5909812363593,-2.4733090661346457,"AT1G10070.3,AT1G10070.2,AT1G10070.1",1885.59098123636,-2.47330906613465,0.172649054515722,7.28323545059637e-48,1.34171069829415e-44,AT1G10070,ATBCAT-2,"Q9M439,",837543,"Branched-chain-amino-acid aminotransferase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M439]",BCAT2,UniProtKB Gene Name
AT1G08630,2197.2763884719047,-2.468267954140041,"AT1G08630.4,AT1G08630.3,AT1G08630.1,AT1G08630.6,AT1G08630.7,AT1G08630.5,AT1G08630.2",2197.2763884719,-2.46826795414004,0.195416670612736,7.16051762671035e-38,8.14740543843872e-35,AT1G08630,THA1,"Q8RXU4,",837385,Probable low-specificity L-threonine aldolase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXU4],THA1,UniProtKB Gene Name
AT1G66040,13.753904238455782,-2.440156936522821,AT1G66040.1,13.7539042384558,-2.44015693652282,0.704293008873834,2.2469239531805e-05,0.000698188755443702,AT1G66040,VIM4,Q9C8E1,842917,Putative E3 ubiquitin-protein ligase ORTHRUS 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9C8E1],ORTH4,UniProtKB Gene Name
AT3G25790,9.404609711020289,-2.4194293002173484,"AT3G25790.2,AT3G25790.1",9.40460971102029,-2.41942930021735,1.01322460989888,0.000541603143836362,0.00972271889673016,AT3G25790,,"Q9LS00,",822170,Transcription factor HHO1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LS00],HHO1,UniProtKB Gene Name
AT1G13300,219.48280134205834,-2.3943367134193045,AT1G13300.1,219.482801342058,-2.3943367134193,0.250084187451056,5.93495596280249e-23,2.4168390144945e-20,AT1G13300,HRS1,Q9FX67,837890,Transcription factor HRS1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FX67],HRS1,TAIR Gene Name
AT1G08630,36.17466633435074,-2.3840640993246045,AT1G08630.5,36.1746663343507,-2.3840640993246,0.431207808322833,1.42112362765103e-09,1.26676471565225e-07,AT1G08630,THA1,"Q8RXU4,",837385,Probable low-specificity L-threonine aldolase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXU4],THA1,UniProtKB Gene Name
AT1G54100,376.4070264070663,-2.37907646798673,"AT1G54100.2,AT1G54100.1",376.407026407066,-2.37907646798673,0.242584117326563,5.31070692809347e-24,2.41705892023793e-21,AT1G54100,ALDH7B4,Q9SYG7,841849,ALDH7B4 [Source:UniProtKB/TrEMBL;Acc:A0A178W3F2],ALDH7B4,UniProtKB Gene Name
AT1G79360,52.69149451159933,-2.356153020757667,AT1G79360.1,52.6914945115993,-2.35615302075767,0.441458503676949,3.93348070480708e-09,3.13108301535323e-07,AT1G79360,ATOCT2,O64515,844274,Organic cation/carnitine transporter 2 [Source:UniProtKB/Swiss-Prot;Acc:O64515],OCT2,UniProtKB Gene Name
AT1G08630,53.79331989874055,-2.320508632434907,"AT1G08630.4,AT1G08630.3,AT1G08630.1,AT1G08630.6,AT1G08630.7,AT1G08630.2",53.7933198987405,-2.32050863243491,0.384992533344622,7.33992824299114e-11,8.63077398201687e-09,AT1G08630,THA1,"Q8RXU4,",837385,Probable low-specificity L-threonine aldolase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXU4],THA1,UniProtKB Gene Name
AT4G16670,12.124093036747343,-2.301764138964744,"AT4G16670.2,AT4G16670.1",12.1240930367473,-2.30176413896474,1.06874484207019,0.000815663604802749,0.0135777318746066,AT4G16670,,,827369,At4g16670 [Source:UniProtKB/TrEMBL;Acc:Q5HZ31],,
AT2G26980,41.18811671167281,-2.2867769046568944,"AT2G26980.3,AT2G26980.1,AT2G26980.4",41.1881167116728,-2.28677690465689,0.445633267585982,1.31268565536321e-08,9.28383130957606e-07,AT2G26980,CIPK3,"Q2V452,",817240,Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:F4IVM7],CIPK3,TAIR Gene Name
AT4G26260,59.88062110558585,-2.258117486029678,"AT4G26260.1,AT4G26260.2",59.8806211055859,-2.25811748602968,0.375397633124583,7.71535875936715e-11,8.90974235716053e-09,AT4G26260,MIOX4,"Q8H1S0,",828732,MIOX4 [Source:UniProtKB/TrEMBL;Acc:A0A178V1J3],MIOX4,TAIR Gene Name
AT4G21990,1665.4087562441093,-2.218244722654287,AT4G21990.2,1665.40875624411,-2.21824472265429,0.195197096095793,3.49510437585256e-31,2.41391313996711e-28,AT4G21990,APR3,"P92980,",828288,"5'-adenylylsulfate reductase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P92980]",APR3,UniProtKB Gene Name
AT4G21990,1667.0265570843553,-2.2153057551887883,AT4G21990.1,1667.02655708436,-2.21530575518879,0.195287915825364,4.28385961080648e-31,2.85733436040792e-28,AT4G21990,APR3,"P92980,",828288,"5'-adenylylsulfate reductase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P92980]",APR3,UniProtKB Gene Name
AT4G37295,14.653884038639385,-2.207072841000965,AT4G37295.1,14.6538840386394,-2.20707284100097,0.909618716431794,0.000482747525456661,0.00888466735005538,AT4G37295,,,829884,At4g37295 [Source:UniProtKB/TrEMBL;Acc:Q8LCF5],,
AT5G14110,22.2696399219453,-2.1909557480488044,AT5G14110.1,22.2696399219453,-2.1909557480488,0.534019590677182,1.78507228057074e-06,7.7679759556985e-05,AT5G14110,,,831261,Peroxidase (DUF 3339) [Source:UniProtKB/TrEMBL;Acc:Q9FMT9],,
AT4G02380,8061.139580906327,-2.1482481090573,"AT4G02380.1,AT4G02380.3",8061.13958090633,-2.1482481090573,0.143761233656862,9.40922487308306e-52,1.82002636720046e-48,AT4G02380,SAG21,",Q93WF6",828053,senescence-associated gene 21 [Source:TAIR;Acc:AT4G02380],SAG21,TAIR Gene Name
AT5G05250,35.70278552226194,-2.1469317983155807,AT5G05250.1,35.7027855222619,-2.14693179831558,0.427950234530122,2.40413749964671e-08,1.60632924544616e-06,AT5G05250,,,830407,AT5g05250/K18I23_5 [Source:UniProtKB/TrEMBL;Acc:Q9FLC9],,
AT4G15680,371.91901018317446,-2.142559942276393,AT4G15680.1,371.919010183174,-2.14255994227639,0.182030233916582,2.85627084440831e-33,2.63089747349476e-30,AT4G15680,,O23419,827245,Monothiol glutaredoxin-S4 [Source:UniProtKB/Swiss-Prot;Acc:O23419],GRXS4,UniProtKB Gene Name
AT4G15670,266.83904355296835,-2.1422090138643872,AT4G15670.1,266.839043552968,-2.14220901386439,0.188668878440462,3.5566625905528e-31,2.41391313996711e-28,AT4G15670,,Q6NLU2,827244,Monothiol glutaredoxin-S7 [Source:UniProtKB/Swiss-Prot;Acc:Q6NLU2],GRXS7,UniProtKB Gene Name
AT4G15700,289.48381595349235,-2.1312050881603666,AT4G15700.1,289.483815953492,-2.13120508816037,0.269976973712097,1.44963369278554e-16,3.7387019359401e-14,AT4G15700,,O23421,827247,Monothiol glutaredoxin-S3 [Source:UniProtKB/Swiss-Prot;Acc:O23421],GRXS3,UniProtKB Gene Name
AT4G37220,88.88889124818927,-2.1221188172136896,AT4G37220.1,88.8888912481893,-2.12211881721369,0.426544185504024,2.86204032127918e-08,1.8702853356251e-06,AT4G37220,,O23164,829876,Cold-regulated 413 plasma membrane protein 4 [Source:UniProtKB/Swiss-Prot;Acc:O23164],,
AT4G02380,5835.716586542487,-2.1206054055808945,AT4G02380.2,5835.71658654249,-2.12060540558089,0.161139126888643,8.32991460935357e-41,1.28900430630981e-37,AT4G02380,SAG21,",Q93WF6",828053,senescence-associated gene 21 [Source:TAIR;Acc:AT4G02380],SAG21,TAIR Gene Name
AT1G15040,1405.328035999154,-2.112127318131985,"AT1G15040.1,AT1G15040.2",1405.32803599915,-2.11212731813198,0.102883848260189,6.24984818489527e-95,8.05938756269528e-91,AT1G15040,,",Q8H0Z4",838069,Putative glutamine amidotransferase GAT1_2.1 [Source:UniProtKB/Swiss-Prot;Acc:Q8H0Z4],GAT1_2.1,UniProtKB Gene Name
AT5G14070,151.72783241675467,-2.1109125229516597,AT5G14070.1,151.727832416755,-2.11091252295166,0.327008967884581,4.90497127707341e-12,7.08036264271873e-10,AT5G14070,ROXY2,Q8LF89,831256,Glutaredoxin-C8 [Source:UniProtKB/Swiss-Prot;Acc:Q8LF89],GRXC8,UniProtKB Gene Name
AT2G23030,151.25082179561574,-2.0998663699247957,AT2G23030.1,151.250821795616,-2.0998663699248,0.226711954647074,1.01097268225706e-21,3.87232566196007e-19,AT2G23030,SNRK2-9,O64812,816833,SNRK2.9 [Source:UniProtKB/TrEMBL;Acc:A0A178VSC8],SRK2J,UniProtKB Gene Name
AT2G26980,841.5891109616217,-2.065676815636038,AT2G26980.5,841.589110961622,-2.06567681563604,0.114729004050403,1.16889117948303e-73,4.52197241694805e-70,AT2G26980,CIPK3,"Q2V452,",817240,Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:F4IVM7],CIPK3,TAIR Gene Name
AT2G26980,853.0480541182993,-2.063787688806985,AT2G26980.3,853.048054118299,-2.06378768880698,0.108351972775377,4.48251597501851e-82,2.89017688349277e-78,AT2G26980,CIPK3,"Q2V452,",817240,Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:F4IVM7],CIPK3,TAIR Gene Name
AT2G26980,826.6494956608136,-2.05912455910737,"AT2G26980.1,AT2G26980.4",826.649495660814,-2.05912455910737,0.113192671506284,3.65149006130195e-75,1.56957271679475e-71,AT2G26980,CIPK3,"Q2V452,",817240,Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:F4IVM7],CIPK3,TAIR Gene Name
AT1G08620,543.9841459747012,-2.0580172088902633,"AT1G08620.2,AT1G08620.1",543.984145974701,-2.05801720889026,0.21829769671361,2.12398672312691e-22,8.38454595621302e-20,AT1G08620,PKDM7D,"C0SUT9,",837384,Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein [Source:TAIR;Acc:AT1G08620],PKDM7D,TAIR Gene Name
AT5G45630,179.69407668747945,-2.045788269234291,AT5G45630.1,179.694076687479,-2.04578826923429,0.26637971441027,8.50728118688697e-16,2.0962591082542e-13,AT5G45630,,,834603,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FK78],,
AT1G21400,1131.5633363529096,-2.028048045934397,"AT1G21400.6,AT1G21400.1",1131.56333635291,-2.0280480459344,0.156701217906191,1.35366770134059e-39,1.7455996231354e-36,AT1G21400,,",Q9LPL5",838739,Thiamin diphosphate-binding fold (THDP-binding) superfamily protein [Source:TAIR;Acc:AT1G21400],,
AT1G21400,1132.5649252919786,-2.02578459278473,"AT1G21400.3,AT1G21400.2,AT1G21400.5,AT1G21400.4",1132.56492529198,-2.02578459278473,0.155343976483994,3.75252216527661e-40,5.3766693513293e-37,AT1G21400,,",Q9LPL5",838739,Thiamin diphosphate-binding fold (THDP-binding) superfamily protein [Source:TAIR;Acc:AT1G21400],,
AT2G37060,14.293658809636316,-2.0204087367033434,"AT2G37060.1,AT2G37060.2,AT2G37060.3",14.2936588096363,-2.02040873670334,0.642667602936366,6.58843089986962e-05,0.00175537216110438,AT2G37060,NF-YB8,Q8VYK4,818282,Nuclear transcription factor Y subunit B-8 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYK4],NFYB8,UniProtKB Gene Name
AT4G15660,243.87744103361163,-2.018517100024483,AT4G15660.1,243.877441033612,-2.01851710002448,0.169888260825683,7.42512975813613e-34,7.36534794418601e-31,AT4G15660,,O23417,827243,Monothiol glutaredoxin-S8 [Source:UniProtKB/Swiss-Prot;Acc:O23417],GRXS8,UniProtKB Gene Name
AT3G04000,299.92348591936354,-2.0157337612919326,AT3G04000.1,299.923485919364,-2.01573376129193,0.173293548600266,1.58844358979502e-32,1.28021934822521e-29,AT3G04000,,Q9SQR2,819555,"NADPH-dependent aldehyde reductase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SQR2]",ChlADR2,UniProtKB Gene Name
AT5G39580,1263.1828024185345,-1.9956131894889841,AT5G39580.1,1263.18280241853,-1.99561318948898,0.321421409530248,2.62992982864838e-11,3.36892269374474e-09,AT5G39580,,",Q9FKA4",833954,Peroxidase 62 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKA4],PER62,UniProtKB Gene Name
AT5G39580,1262.9872603465674,-1.995269226708811,AT5G39580.2,1262.98726034657,-1.99526922670881,0.321525953014707,2.68123432698891e-11,3.42330795953443e-09,AT5G39580,,",Q9FKA4",833954,Peroxidase 62 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKA4],PER62,UniProtKB Gene Name
AT3G19030,2494.8068028443167,-1.9813923841877645,AT3G19030.1,2494.80680284432,-1.98139238418776,0.120380787730432,3.78353585716507e-62,1.0454990583592e-58,AT3G19030,,,821436,AT3g19030/K13E13_15 [Source:UniProtKB/TrEMBL;Acc:Q9LJ63],,
AT4G01870,9834.535421663839,-1.9799091212091373,AT4G01870.1,9834.53542166384,-1.97990912120914,0.184365407750529,5.17982107456422e-28,2.82234588859988e-25,AT4G01870,,,828228,tolB protein-related [Source:TAIR;Acc:AT4G01870],,
AT4G01870,9836.467990241112,-1.9782328514357501,AT4G01870.2,9836.46799024111,-1.97823285143575,0.184228821809345,5.07272219771555e-28,2.80347615629748e-25,AT4G01870,,,828228,tolB protein-related [Source:TAIR;Acc:AT4G01870],,
AT5G65010,1067.3910195837898,-1.9708093514633207,"AT5G65010.1,AT5G65010.2",1067.39101958379,-1.97080935146332,0.155347248433338,3.65823266774776e-38,4.28855724195423e-35,AT5G65010,ASN2,"Q9LV77,",836625,asparagine synthetase 2 [Source:TAIR;Acc:AT5G65010],ASN2,TAIR Gene Name
AT2G26980,24.913856650133262,-1.9699244401848692,"AT2G26980.5,AT2G26980.1",24.9138566501333,-1.96992444018487,0.493505589056984,3.05124775742902e-06,0.000124515369983016,AT2G26980,CIPK3,"Q2V452,",817240,Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:F4IVM7],CIPK3,TAIR Gene Name
AT5G66650,361.73259456981896,-1.9569486394500761,AT5G66650.1,361.732594569819,-1.95694863945008,0.244789855394918,7.00849677252886e-17,1.84442657239491e-14,AT5G66650,,Q9LVR5,836797,"Calcium uniporter protein 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LVR5]",,
AT1G54100,1804.2819050329547,-1.9539001362928623,"AT1G54100.2,AT1G54100.1",1804.28190503295,-1.95390013629286,0.202536252971332,2.76560164416458e-23,1.1757150022654e-20,AT1G54100,ALDH7B4,Q9SYG7,841849,ALDH7B4 [Source:UniProtKB/TrEMBL;Acc:A0A178W3F2],ALDH7B4,UniProtKB Gene Name
AT4G15690,454.8479578376148,-1.953045086804626,AT4G15690.1,454.847957837615,-1.95304508680463,0.186899130719987,7.40337835621454e-27,3.92338486422624e-24,AT4G15690,,O23420,827246,Monothiol glutaredoxin-S5 [Source:UniProtKB/Swiss-Prot;Acc:O23420],GRXS5,UniProtKB Gene Name
AT4G26260,231.87704284197204,-1.9493428007176883,"AT4G26260.1,AT4G26260.2",231.877042841972,-1.94934280071769,0.326907315283922,1.18585934219224e-10,1.31828030207038e-08,AT4G26260,MIOX4,"Q8H1S0,",828732,MIOX4 [Source:UniProtKB/TrEMBL;Acc:A0A178V1J3],MIOX4,TAIR Gene Name
AT5G00430,35.56817220422156,-1.9484882781039599,AT5G00430.1,35.5681722042216,-1.94848827810396,0.702937539190478,0.00019347390199864,0.00422866179249683,AT5G00430,"NA","NA","NA","NA","NA","NA"
AT3G16150,202.34850778519277,-1.9460378918331056,AT3G16150.1,202.348507785193,-1.94603789183311,0.202753287755863,4.58096499622339e-23,1.90558292305267e-20,AT3G16150,,Q8GXG1,820860,ASPGB1 [Source:UniProtKB/TrEMBL;Acc:A0A384KV24],,
AT3G47340,2643.8726134181366,-1.922444043293128,"AT3G47340.4,AT3G47340.3",2643.87261341814,-1.92244404329313,0.324893780995007,1.52496997910293e-10,1.63421021084698e-08,AT3G47340,ASN1,",P49078",823888,DIN6 [Source:UniProtKB/TrEMBL;Acc:A0A178VBT4],ASN1,UniProtKB Gene Name
AT3G47340,2633.967310163795,-1.9194247092918086,AT3G47340.2,2633.96731016379,-1.91942470929181,0.32523156460361,1.68321416975733e-10,1.77430036433875e-08,AT3G47340,ASN1,",P49078",823888,DIN6 [Source:UniProtKB/TrEMBL;Acc:A0A178VBT4],ASN1,UniProtKB Gene Name
AT2G26980,57.98979244462193,-1.9156862434461561,AT2G26980.1,57.9897924446219,-1.91568624344616,0.364187824937372,7.55872801583696e-09,5.61260944377483e-07,AT2G26980,CIPK3,"Q2V452,",817240,Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:F4IVM7],CIPK3,TAIR Gene Name
AT3G15440,53.010256187548265,-1.8909709770145695,AT3G15440.1,53.0102561875483,-1.89097097701457,0.507870341821987,8.15120331288542e-06,0.000291170315200633,AT3G15440,,,820783,MJK13.10 protein [Source:UniProtKB/TrEMBL;Acc:Q9LE10],,
AT4G28040,18.243047042179455,-1.8769044238256207,"AT4G28040.1,AT4G28040.4,AT4G28040.2,AT4G28040.5,AT4G28040.3",18.2430470421795,-1.87690442382562,0.781143626907638,0.000537143200036011,0.00966507992399679,AT4G28040,,Q9SUD5,828919,WAT1-related protein At4g28040 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUD5],,
AT1G78720,8.021546759160092,-1.8737627248949422,"AT1G78720.1,AT1G78720.2",8.02154675916009,-1.87376272489494,1.14944989146055,0.0022938031119323,0.0296584449158466,AT1G78720,,,844208,F9K20.24 protein [Source:UniProtKB/TrEMBL;Acc:Q9ZV90],,
