GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0009628	P	response to abiotic stimulus	78	393	2022	28362	4.1e-16	9.2e-14	// AT5G16910 // AT5G49730 // AT2G47000 // AT1G57630 // AT1G14540 // AT1G25560 // AT4G11280 // AT1G52560 // AT5G02120 // AT4G33980 // AT3G46230 // AT5G47230 // AT2G41100 // AT1G80820 // AT2G22880 // AT2G40140 // AT1G16030 // AT3G50930 // AT5G42900 // AT3G23250 // AT5G46350 // AT2G26560 // AT4G38840 // AT1G69530 // AT2G38470 // AT5G25250 // AT1G74710 // AT1G27730 // AT4G34150 // AT4G12720 // AT5G56860 // AT5G12030 // AT3G48090 // AT3G48360 // AT2G29090 // AT5G40010 // AT2G03760 // AT4G02380 // AT4G37370 // AT4G36990 // AT3G05500 // AT1G02930 // AT1G07400 // AT5G02410 // AT5G26340 // AT4G17490 // AT1G35210 // AT1G22280 // AT5G57220 // AT5G06760 // AT3G61190 // AT1G17190 // AT1G18570 // AT3G25780 // AT5G57710 // AT2G30250 // AT1G30040 // AT1G20450 // AT2G19450 // AT3G60140 // AT5G27760 // AT1G68050 // AT4G26850 // AT2G35930 // AT5G12020 // AT3G13790 // AT3G15500 // AT4G34220 // AT3G50260 // AT5G05410 // AT5G52640 // AT4G34710 // AT2G36830 // AT2G01180 // AT5G59720 // AT4G11890 // AT1G01470 // AT3G44450 
GO:1901698	P	response to nitrogen compound	28	393	264	28362	8.4e-16	1.7e-13	// AT5G49520 // AT2G13790 // AT1G80840 // AT2G38470 // AT2G21210 // AT3G28210 // AT1G66160 // AT1G27730 // AT2G17040 // AT2G40140 // AT3G48360 // AT4G31550 // AT4G18880 // AT2G46400 // AT1G62300 // AT5G47230 // AT4G01250 // AT3G56400 // AT4G33050 // AT3G55980 // AT4G31800 // AT1G42990 // AT3G11840 // AT5G27420 // AT4G17490 // AT2G35930 // AT3G50260 // AT3G23250 
GO:0002376	P	immune system process	32	393	369	28362	1.4e-15	2.6e-13	// AT1G80840 // AT5G06320 // AT2G39200 // AT2G30770 // AT3G50930 // AT5G46350 // AT2G26560 // AT2G35980 // AT1G74710 // AT4G12720 // AT3G48090 // AT5G13190 // AT5G38900 // AT4G23210 // AT5G57220 // AT3G50480 // AT5G45110 // AT3G56400 // AT1G18570 // AT4G31800 // AT1G42990 // AT5G13320 // AT5G01540 // AT1G09750 // AT3G11840 // AT5G27420 // AT3G52400 // AT2G35930 // AT3G11820 // AT2G39660 // AT1G29690 // AT2G01180 
GO:0043207	P	response to external biotic stimulus	57	393	1212	28362	2.7e-15	4.4e-13	// AT5G49520 // AT1G80840 // AT2G38470 // AT2G15490 // AT5G06320 // AT2G39200 // AT4G36010 // AT2G30770 // AT2G23810 // AT1G16030 // AT3G50930 // AT5G46350 // AT2G26560 // AT2G38290 // AT2G35980 // AT2G15480 // AT5G33355 // AT4G12720 // AT5G43580 // AT2G40140 // AT3G48090 // AT3G13100 // AT4G02380 // AT4G37370 // AT4G31550 // AT4G11890 // AT1G02930 // AT5G39580 // AT5G38900 // AT5G57220 // AT2G39210 // AT4G23210 // AT3G59930 // AT1G51800 // AT3G50480 // AT5G45110 // AT1G74710 // AT1G79680 // AT3G25780 // AT4G31800 // AT5G13320 // AT5G01540 // AT1G09750 // AT5G27420 // AT3G52400 // AT4G26850 // AT1G15520 // AT3G11820 // AT3G50260 // AT5G03760 // AT5G52640 // AT2G39660 // AT5G03140 // AT1G18570 // AT2G31865 // AT1G01470 // AT3G56400 
GO:0051707	P	response to other organism	57	393	1210	28362	2.5e-15	4.4e-13	// AT5G49520 // AT1G80840 // AT2G38470 // AT2G15490 // AT5G06320 // AT2G39200 // AT4G36010 // AT2G30770 // AT2G23810 // AT1G16030 // AT3G50930 // AT5G46350 // AT2G26560 // AT2G38290 // AT2G35980 // AT2G15480 // AT5G33355 // AT4G12720 // AT5G43580 // AT2G40140 // AT3G48090 // AT3G13100 // AT4G02380 // AT4G37370 // AT4G31550 // AT4G11890 // AT1G02930 // AT5G39580 // AT5G38900 // AT5G57220 // AT2G39210 // AT4G23210 // AT3G59930 // AT1G51800 // AT3G50480 // AT5G45110 // AT1G74710 // AT1G79680 // AT3G25780 // AT4G31800 // AT5G13320 // AT5G01540 // AT1G09750 // AT5G27420 // AT3G52400 // AT4G26850 // AT1G15520 // AT3G11820 // AT3G50260 // AT5G03760 // AT5G52640 // AT2G39660 // AT5G03140 // AT1G18570 // AT2G31865 // AT1G01470 // AT3G56400 
GO:0009607	P	response to biotic stimulus	58	393	1253	28362	2.9e-15	4.5e-13	// AT5G49520 // AT1G80840 // AT2G38470 // AT2G15490 // AT5G06320 // AT2G39200 // AT4G36010 // AT2G30770 // AT2G23810 // AT1G16030 // AT3G50930 // AT5G46350 // AT2G26560 // AT2G38290 // AT2G35980 // AT2G15480 // AT5G33355 // AT4G12720 // AT5G43580 // AT2G40140 // AT3G48090 // AT3G13100 // AT4G02380 // AT4G37370 // AT4G31550 // AT4G11890 // AT1G02930 // AT5G39580 // AT5G38900 // AT5G57220 // AT2G39210 // AT4G23210 // AT3G59930 // AT1G51800 // AT3G50480 // AT5G45110 // AT1G74710 // AT1G79680 // AT3G25780 // AT2G01530 // AT4G31800 // AT5G13320 // AT5G01540 // AT1G09750 // AT5G27420 // AT3G52400 // AT4G26850 // AT1G15520 // AT3G11820 // AT3G50260 // AT5G03760 // AT5G52640 // AT2G39660 // AT5G03140 // AT1G18570 // AT2G31865 // AT1G01470 // AT3G56400 
GO:0006979	P	response to oxidative stress	34	393	453	28362	9.1e-15	1.3e-12	// AT5G26030 // AT4G11280 // AT1G52560 // AT3G01190 // AT1G09970 // AT5G46350 // AT3G48360 // AT1G27730 // AT3G48090 // AT4G12720 // AT5G12030 // AT1G14870 // AT4G11170 // AT4G02380 // AT1G14540 // AT4G18880 // AT1G15520 // AT1G02930 // AT1G07400 // AT5G39580 // AT1G52200 // AT3G28580 // AT4G20830 // AT3G28340 // AT1G78410 // AT5G42380 // AT4G17490 // AT5G67400 // AT1G11210 // AT1G19020 // AT5G05410 // AT4G34710 // AT1G70520 // AT5G59720 
GO:0009605	P	response to external stimulus	63	393	1582	28362	1.2e-13	1.6e-11	// AT5G49520 // AT4G11280 // AT2G47000 // AT1G80840 // AT2G38470 // AT2G15490 // AT5G06320 // AT2G39200 // AT4G36010 // AT2G30770 // AT2G23810 // AT1G16030 // AT3G50930 // AT5G46350 // AT1G43910 // AT2G26560 // AT2G38290 // AT2G35980 // AT2G15480 // AT5G33355 // AT4G12720 // AT5G43580 // AT3G11820 // AT2G40140 // AT3G48090 // AT3G13100 // AT4G02380 // AT4G37370 // AT4G31550 // AT4G11890 // AT1G02930 // AT1G62300 // AT5G39580 // AT5G38900 // AT5G57220 // AT2G39210 // AT4G23210 // AT3G59930 // AT1G51800 // AT3G50480 // AT5G45110 // AT1G74710 // AT1G79680 // AT3G25780 // AT4G31800 // AT5G13320 // AT5G01540 // AT1G09750 // AT5G27420 // AT3G52400 // AT4G26850 // AT2G41100 // AT1G15520 // AT4G34220 // AT3G50260 // AT5G03760 // AT5G52640 // AT2G39660 // AT5G03140 // AT1G18570 // AT2G31865 // AT1G01470 // AT3G56400 
GO:0051704	P	multi-organism process	63	393	1631	28362	4.3e-13	5.6e-11	// AT5G49520 // AT3G54150 // AT1G80840 // AT2G38470 // AT2G15490 // AT5G06320 // AT2G39200 // AT4G00050 // AT4G36010 // AT2G30770 // AT2G23810 // AT1G16030 // AT3G50930 // AT1G61360 // AT5G46350 // AT2G26560 // AT2G38290 // AT2G35980 // AT2G15480 // AT5G33355 // AT4G21390 // AT4G12720 // AT5G43580 // AT2G40140 // AT3G48090 // AT3G13100 // AT1G15520 // AT4G02380 // AT4G37370 // AT4G31550 // AT4G11890 // AT1G02930 // AT5G39580 // AT5G38900 // AT1G74710 // AT2G39210 // AT4G23210 // AT3G59930 // AT1G51800 // AT3G50480 // AT5G45110 // AT4G21380 // AT1G79680 // AT3G25780 // AT4G31800 // AT5G13320 // AT5G01540 // AT1G09750 // AT5G57220 // AT5G27420 // AT3G52400 // AT4G26850 // AT3G06430 // AT3G11820 // AT3G50260 // AT5G03760 // AT5G52640 // AT2G39660 // AT5G03140 // AT1G18570 // AT2G31865 // AT1G01470 // AT3G56400 
GO:0009266	P	response to temperature stimulus	35	393	559	28362	5.3e-13	6.5e-11	// AT5G42900 // AT2G38470 // AT2G30250 // AT1G52560 // AT4G33980 // AT3G46230 // AT2G41100 // AT1G80820 // AT2G40140 // AT1G16030 // AT4G38840 // AT1G74710 // AT1G27730 // AT4G34150 // AT5G12030 // AT3G48360 // AT4G02380 // AT4G36990 // AT1G07400 // AT5G47230 // AT5G06760 // AT3G61190 // AT1G17190 // AT5G40010 // AT1G20450 // AT2G19450 // AT4G26850 // AT5G12020 // AT3G50260 // AT5G05410 // AT5G52640 // AT4G34710 // AT5G59720 // AT4G11890 // AT5G16910 
GO:0009725	P	response to hormone	62	393	1631	28362	1.3e-12	1.6e-10	// AT4G11280 // AT2G47000 // AT1G01560 // AT4G20860 // AT2G24850 // AT5G56860 // AT5G40010 // AT1G68840 // AT4G38860 // AT2G21210 // AT2G17290 // AT5G46350 // AT1G43910 // AT1G28370 // AT3G28210 // AT1G69530 // AT5G01550 // AT2G41940 // AT1G25560 // AT1G51800 // AT4G01540 // AT3G11820 // AT5G20910 // AT3G48360 // AT1G72430 // AT4G17490 // AT4G02380 // AT3G58070 // AT1G15520 // AT4G38840 // AT4G34760 // AT5G47230 // AT5G26340 // AT3G28580 // AT5G60660 // AT1G78240 // AT1G78100 // AT3G50480 // AT5G45110 // AT3G56400 // AT1G18570 // AT2G01530 // AT5G13200 // AT1G27730 // AT1G20450 // AT5G01540 // AT4G22200 // AT5G27420 // AT2G19450 // AT3G52400 // AT4G26850 // AT2G13790 // AT3G15500 // AT4G34220 // AT3G50260 // AT3G23250 // AT4G34710 // AT2G36830 // AT3G22060 // AT1G76040 // AT1G62300 // AT4G11890 
GO:0098542	P	defense response to other organism	45	393	936	28362	1.5e-12	1.7e-10	// AT5G49520 // AT1G80840 // AT2G38470 // AT5G06320 // AT2G39200 // AT2G30770 // AT2G23810 // AT5G46350 // AT2G26560 // AT2G35980 // AT5G33355 // AT4G12720 // AT5G43580 // AT2G40140 // AT3G48090 // AT4G37370 // AT4G31550 // AT4G11890 // AT1G02930 // AT5G39580 // AT5G38900 // AT5G57220 // AT2G39210 // AT4G23210 // AT3G59930 // AT1G51800 // AT5G45110 // AT1G74710 // AT3G56400 // AT4G31800 // AT5G13320 // AT5G01540 // AT1G09750 // AT5G27420 // AT3G52400 // AT4G26850 // AT1G15520 // AT3G11820 // AT3G50260 // AT5G52640 // AT2G39660 // AT5G03140 // AT1G18570 // AT2G31865 // AT1G01470 
GO:0045087	P	innate immune response	25	393	323	28362	1.9e-11	2e-09	// AT5G06320 // AT2G39200 // AT2G30770 // AT3G50930 // AT2G26560 // AT5G13190 // AT1G74710 // AT4G12720 // AT3G48090 // AT5G38900 // AT4G23210 // AT5G57220 // AT3G50480 // AT5G45110 // AT3G56400 // AT1G18570 // AT5G13320 // AT5G01540 // AT1G09750 // AT5G27420 // AT3G52400 // AT3G11820 // AT2G39660 // AT1G29690 // AT2G01180 
GO:0006955	P	immune response	25	393	333	28362	3.5e-11	3.6e-09	// AT5G06320 // AT2G39200 // AT2G30770 // AT3G50930 // AT2G26560 // AT5G13190 // AT1G74710 // AT4G12720 // AT3G48090 // AT5G38900 // AT4G23210 // AT5G57220 // AT3G50480 // AT5G45110 // AT3G56400 // AT1G18570 // AT5G13320 // AT5G01540 // AT1G09750 // AT5G27420 // AT3G52400 // AT3G11820 // AT2G39660 // AT1G29690 // AT2G01180 
GO:0008219	P	cell death	18	393	194	28362	9.3e-10	9.2e-08	// AT5G13320 // AT2G01290 // AT3G52400 // AT3G12920 // AT2G13790 // AT3G50480 // AT4G12720 // AT3G48090 // AT3G11820 // AT3G50260 // AT3G50930 // AT4G23210 // AT2G31880 // AT2G39200 // AT1G29690 // AT2G01180 // AT2G26560 // AT5G13190 
GO:0009617	P	response to bacterium	26	393	441	28362	1.9e-09	1.8e-07	// AT5G49520 // AT1G80840 // AT2G38470 // AT5G06320 // AT2G30770 // AT2G23810 // AT3G50930 // AT5G46350 // AT1G74710 // AT4G12720 // AT4G31550 // AT1G02930 // AT5G57220 // AT1G79680 // AT3G50480 // AT5G45110 // AT3G56400 // AT4G31800 // AT5G01540 // AT5G27420 // AT4G26850 // AT3G50260 // AT5G03760 // AT5G52640 // AT4G23210 // AT1G18570 
