Group.1;gene;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;tair_symbol;uniprotswissprot;entrezgene_id;description;external_gene_name;external_gene_source
AT1G80440;AT1G80440;1601.77631945536;1.11044643961304;0.276397410087492;4.01757179729556;5.88009225968922e-05;0.0410452217845788;;Q9M8L2;844383;"F-box/kelch-repeat protein At1g80440 [Source:UniProtKB/Swiss-Prot;Acc:Q9M8L2]";;
AT1G80840;AT1G80840;469.649457175863;1.52214909086733;0.316725170687698;4.80589871516154;1.5405788163847e-06;0.00322614321693361;WRKY40;Q9SAH7;844423;"Probable WRKY transcription factor 40 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAH7]";WRKY40;UniProtKB Gene Name
AT2G12460;AT2G12460;83.2229934790159;-0.950675942726956;0.23831402855817;-3.98917322861212;6.63039891985875e-05;0.0446296887294921;"NA";"NA";"NA";"NA";"NA";"NA"
AT2G18700;AT2G18700;1198.74773974582;0.972151256802572;0.215112621388729;4.51926646854348;6.20542532309539e-06;0.0083538322188842;ATTPS11;Q9ZV48;816385;"Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV48]";TPS11;UniProtKB Gene Name
AT2G23810;AT2G23810;1746.40351267151;0.877428008366268;0.194977953797074;4.50013958644506;6.7908854234309e-06;0.00853252117169348;TET8;Q8S8Q6;816913;"TET8 [Source:UniProtKB/TrEMBL;Acc:A0A178VYI5]";TET8;UniProtKB Gene Name
AT2G40000;AT2G40000;2172.72941144689;1.30391534098304;0.244926216809039;5.32370669816723;1.01673799131381e-07;0.00063874869740971;HSPRO2;O04203;818588;"Nematode resistance protein-like HSPRO2 [Source:UniProtKB/Swiss-Prot;Acc:O04203]";HSPRO2;UniProtKB Gene Name
AT3G02830;AT3G02830;2723.26268303153;-0.580105531602296;0.13193328980356;-4.39696101314561;1.09777053579937e-05;0.0129310508051317;ZFN1;,Q8GXX7;821230;"Zinc finger CCCH domain-containing protein 33 [Source:UniProtKB/Swiss-Prot;Acc:Q8GXX7]";ZFN1;UniProtKB Gene Name
AT3G05200;AT3G05200;325.496727612602;0.74918487225282;0.146484526165259;5.11443011671835;3.14689564514229e-07;0.000988492370399945;ATL6;Q8RXX9;819684;"E3 ubiquitin-protein ligase ATL6 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXX9]";ATL6;UniProtKB Gene Name
AT3G28340;AT3G28340;100.843904799656;1.05415873077238;0.249243566581288;4.2294320580932;2.34282018548761e-05;0.0235770208485543;GATL10;Q9LHD2;822462;"Hexosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:W8QNM3]";GATL10;UniProtKB Gene Name
AT3G44260;AT3G44260;789.000275695739;1.30333582041988;0.312842856498936;4.16610382287668;3.09849632543672e-05;0.0291986801227529;;Q9LXM2;823551;"Probable CCR4-associated factor 1 homolog 9 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXM2]";CAF1-9;UniProtKB Gene Name
AT4G09020;AT4G09020;1228.19475050276;-0.694405460911114;0.168110678491335;-4.13064456786964;3.61747519100055e-05;0.0304126082735357;ATISA3;Q9M0S5;826481;"Isoamylase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M0S5]";ISA3;UniProtKB Gene Name
AT4G17490;AT4G17490;308.158251627747;1.70065856679742;0.365658367823036;4.65094940100064;3.3041039637322e-06;0.00557340219995679;ATERF6;Q8VZ91;827463;"Ethylene-responsive transcription factor 6 [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ91]";ERF6;UniProtKB Gene Name
AT4G17500;AT4G17500;870.31514017321;1.02937786193823;0.221477504990322;4.64777613411895;3.35532766818171e-06;0.00557340219995679;ATERF-1;O80337;827464;"Ethylene-responsive transcription factor 1A [Source:UniProtKB/Swiss-Prot;Acc:O80337]";ERF1A;UniProtKB Gene Name
AT4G24570;AT4G24570;802.426366446269;1.86797825420308;0.311250032878132;6.00153592573106;1.95459682469344e-09;3.68382863549973e-05;DIC2;Q9SB52;828559;"DIC2 [Source:UniProtKB/TrEMBL;Acc:A0A178URN9]";PUMP4;UniProtKB Gene Name
AT4G29780;AT4G29780;503.726530504448;1.52051989351624;0.269649441459665;5.63887648083143;1.71163254339679e-08;0.000161295692726997;;;829100;"Nuclease [Source:UniProtKB/TrEMBL;Acc:Q84J48]";;
AT5G20230;AT5G20230;437.257375323197;1.339684421695;0.289998505897534;4.61962525478788;3.84433748604225e-06;0.00557340219995679;ATBCB;Q07488;832145;"SAG14 [Source:UniProtKB/TrEMBL;Acc:A0A178UM84]";BCB;UniProtKB Gene Name
AT5G54490;AT5G54490;115.918147244035;1.23062405648285;0.248225212292515;4.95769162655664;7.13356696990408e-07;0.00168057920852228;PBP1;Q9LSQ6;835537;"PBP1 [Source:UniProtKB/TrEMBL;Acc:A0A178URF6]";PBP1;UniProtKB Gene Name
AT5G61600;AT5G61600;773.42812409876;1.05366792718411;0.257062488555237;4.09887857659055;4.15156749569191e-05;0.0326019135797106;ERF104;Q9FKG1;836281;"Ethylene-responsive transcription factor ERF104 [Source:UniProtKB/Swiss-Prot;Acc:Q9FKG1]";ERF104;UniProtKB Gene Name
