GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0080134	P	regulation of response to stress	6	355	83	37767	0.00019	0.012	// AT5G47220 // AT1G80840 // AT3G52400 // AT3G57300 // AT3G15210 // AT1G59870 
GO:0009753	P	response to jasmonic acid stimulus	9	355	215	37767	0.00027	0.016	// AT5G47220 // AT4G38620 // AT5G62470 // AT2G46830 // AT3G52400 // AT5G67300 // AT3G15210 // AT3G28910 // AT4G37260 
GO:0010467	P	gene expression	59	355	3962	37767	0.0003	0.016	// AT5G62470 // AT4G38620 // AT1G80840 // AT2G38470 // AT3G19670 // AT3G08730 // AT5G60670 // AT3G55750 // AT2G34520 // AT4G38960 // AT2G04880 // AT5G67510 // AT5G04760 // AT4G24740 // AT4G37660 // AT4G32800 // AT5G27770 // AT1G07350 // AT5G67300 // AT5G43630 // AT1G22190 // AT2G35530 // AT1G57660 // AT5G59450 // AT3G11400 // AT4G23050 // AT5G52650 // AT1G51700 // AT3G62420 // AT1G07770 // AT2G47420 // AT2G19870 // AT1G68920 // AT2G19930 // AT4G17490 // AT1G08360 // AT5G47220 // AT4G09800 // AT1G60900 // AT3G57300 // AT3G02080 // AT3G53430 // AT3G56300 // AT3G47348 // AT3G15210 // AT1G42990 // AT1G63650 // AT5G27850 // AT1G74930 // AT5G43700 // AT2G34720 // AT3G53570 // AT3G04400 // AT2G33370 // AT4G39780 // AT1G75490 // AT5G49450 // AT3G24830 // AT4G37260 
GO:0050794	P	regulation of cellular process	52	355	3375	37767	0.00033	0.016	// AT1G15240 // AT1G03930 // AT4G38620 // AT5G25510 // AT1G80840 // AT2G38470 // AT5G62470 // AT3G08730 // AT1G51700 // AT3G06730 // AT3G48190 // AT1G66090 // AT4G38960 // AT2G04880 // AT5G04760 // AT4G24210 // AT4G32800 // AT5G67300 // AT5G43630 // AT1G33610 // AT2G46790 // AT1G74930 // AT5G59450 // AT3G62420 // AT4G39780 // AT4G23050 // AT1G68920 // AT4G19520 // AT5G11250 // AT1G63650 // AT1G75490 // AT5G47220 // AT3G57300 // AT3G15210 // AT5G54510 // AT1G72940 // AT2G35530 // AT1G42990 // AT1G63860 // AT4G17490 // AT5G43700 // AT1G28380 // AT3G52400 // AT3G53570 // AT2G29890 // AT2G39280 // AT1G22190 // AT4G34870 // AT2G34150 // AT2G34720 // AT5G49450 // AT4G37260 
GO:0031347	P	regulation of defense response	5	355	66	37767	0.00054	0.022	// AT3G52400 // AT5G47220 // AT1G80840 // AT3G15210 // AT1G59870 
GO:0010033	P	response to organic substance	26	355	1342	37767	0.00053	0.022	// AT5G62470 // AT4G38620 // AT1G80840 // AT2G38470 // AT5G47220 // AT1G51700 // AT2G04880 // AT4G24210 // AT2G46830 // AT5G59450 // AT4G18880 // AT3G28910 // AT4G34760 // AT5G64660 // AT5G54510 // AT3G15210 // AT1G42990 // AT4G17490 // AT5G43700 // AT3G52400 // AT5G54490 // AT4G34770 // AT5G67300 // AT3G05200 // AT1G75490 // AT4G37260 
GO:0050789	P	regulation of biological process	55	355	3697	37767	0.0005	0.022	// AT1G15240 // AT1G03930 // AT4G38620 // AT5G25510 // AT1G80840 // AT2G38470 // AT5G62470 // AT3G08730 // AT1G51700 // AT3G06730 // AT3G48190 // AT1G66090 // AT4G38960 // AT2G04880 // AT1G75290 // AT1G59870 // AT4G24210 // AT4G32800 // AT5G67300 // AT5G43630 // AT1G33610 // AT2G46790 // AT2G35530 // AT5G59450 // AT3G62420 // AT4G39780 // AT4G23050 // AT1G68920 // AT4G19520 // AT2G19930 // AT5G11250 // AT5G04760 // AT1G63650 // AT1G75490 // AT5G47220 // AT3G57300 // AT5G54510 // AT1G72940 // AT3G15210 // AT1G42990 // AT1G63860 // AT1G74930 // AT5G43700 // AT1G28380 // AT3G52400 // AT3G53570 // AT2G29890 // AT2G39280 // AT1G22190 // AT4G34870 // AT2G34150 // AT2G34720 // AT5G49450 // AT4G17490 // AT4G37260 
GO:0045087	P	innate immune response	11	355	347	37767	0.00059	0.024	// AT1G63860 // AT1G72940 // AT5G11250 // AT3G52400 // AT5G47220 // AT1G66090 // AT1G28380 // AT4G19520 // AT3G15210 // AT3G28910 // AT1G59870 
GO:0009617	P	response to bacterium	9	355	247	37767	0.00072	0.027	// AT5G47220 // AT1G80840 // AT2G38470 // AT4G15760 // AT5G06320 // AT3G44670 // AT3G15210 // AT3G28910 // AT1G59870 
GO:0010556	P	regulation of macromolecule biosynthetic process	32	355	1843	37767	0.00078	0.027	// AT5G62470 // AT4G38620 // AT1G80840 // AT5G04760 // AT5G47220 // AT3G08730 // AT1G51700 // AT4G38960 // AT2G35530 // AT2G38470 // AT2G04880 // AT4G32800 // AT5G67300 // AT5G43630 // AT1G22190 // AT1G74930 // AT5G59450 // AT3G62420 // AT4G23050 // AT1G68920 // AT3G57300 // AT3G15210 // AT1G42990 // AT1G63650 // AT4G17490 // AT5G43700 // AT2G34720 // AT3G53570 // AT4G39780 // AT1G75490 // AT5G49450 // AT4G37260 
GO:0009733	P	response to auxin stimulus	11	355	360	37767	0.0008	0.027	// AT5G62470 // AT4G38620 // AT5G43700 // AT2G46830 // AT5G54490 // AT4G34770 // AT5G67300 // AT5G54510 // AT4G37260 // AT3G28910 // AT4G34760 
GO:0080090	P	regulation of primary metabolic process	33	355	1952	37767	0.001	0.028	// AT5G62470 // AT4G38620 // AT1G80840 // AT5G04760 // AT5G47220 // AT3G08730 // AT1G51700 // AT3G48190 // AT4G38960 // AT2G35530 // AT2G38470 // AT2G04880 // AT4G32800 // AT5G67300 // AT5G43630 // AT1G22190 // AT1G74930 // AT5G59450 // AT3G62420 // AT4G23050 // AT1G68920 // AT3G57300 // AT3G15210 // AT1G42990 // AT1G63650 // AT4G17490 // AT5G43700 // AT2G34720 // AT3G53570 // AT4G39780 // AT1G75490 // AT5G49450 // AT4G37260 
GO:0043170	P	macromolecule metabolic process	91	355	7127	37767	0.0011	0.028	// AT4G21326 // AT1G80840 // AT5G60670 // AT3G55750 // AT1G67470 // AT2G45920 // AT4G24740 // AT3G19670 // AT3G14240 // AT3G13782 // AT1G07350 // AT3G11400 // AT1G51700 // AT4G37250 // AT2G47420 // AT3G24715 // AT4G12570 // AT1G66180 // AT4G09800 // AT3G57300 // AT3G56300 // AT5G43700 // AT3G53570 // AT4G39780 // AT1G13350 // AT3G24830 // AT4G37260 // AT5G62470 // AT4G17910 // AT2G34520 // AT4G37660 // AT5G43630 // AT3G53810 // AT2G35530 // AT5G48380 // AT3G62420 // AT1G07770 // AT2G19870 // AT1G68920 // AT1G03920 // AT1G08360 // AT4G05460 // AT2G41790 // AT1G47250 // AT4G34870 // AT5G47220 // AT4G38620 // AT1G16130 // AT3G48190 // AT1G73170 // AT2G04880 // AT1G59870 // AT5G44750 // AT4G32800 // AT5G67300 // AT5G25270 // AT4G23050 // AT3G02080 // AT3G53430 // AT3G15210 // AT1G42990 // AT3G04400 // AT2G33370 // AT1G22190 // AT1G75490 // AT5G48740 // AT5G49770 // AT4G11240 // AT2G38470 // AT3G08730 // AT4G38960 // AT4G32300 // AT5G67510 // AT5G27770 // AT2G39840 // AT1G53780 // AT1G74930 // AT1G57660 // AT5G59450 // AT5G52650 // AT2G19930 // AT5G04760 // AT1G60900 // AT1G70450 // AT3G47348 // AT5G27850 // AT4G17490 // AT2G34720 // AT1G63650 // AT1G15510 // AT5G49450 
GO:0044260	P	cellular macromolecule metabolic process	84	355	6447	37767	0.001	0.028	// AT5G62470 // AT4G38620 // AT1G80840 // AT2G38470 // AT4G17910 // AT3G08730 // AT5G60670 // AT3G48190 // AT1G03920 // AT3G53810 // AT2G34520 // AT4G38960 // AT4G32300 // AT1G68920 // AT1G67470 // AT2G04880 // AT5G67510 // AT1G59870 // AT4G24740 // AT1G57660 // AT4G37660 // AT4G32800 // AT5G27770 // AT1G07350 // AT1G51700 // AT5G67300 // AT5G25270 // AT1G16130 // AT4G39780 // AT2G35530 // AT4G11240 // AT5G59450 // AT5G48380 // AT3G11400 // AT4G23050 // AT5G52650 // AT1G08360 // AT3G62420 // AT4G37250 // AT2G45920 // AT2G47420 // AT3G24715 // AT1G13350 // AT2G19870 // AT5G44750 // AT4G12570 // AT5G43630 // AT5G04760 // AT3G55750 // AT5G47220 // AT4G09800 // AT1G60900 // AT4G05460 // AT3G57300 // AT3G02080 // AT3G13782 // AT3G53430 // AT1G63650 // AT3G56300 // AT3G47348 // AT3G15210 // AT1G42990 // AT1G70450 // AT1G07770 // AT5G27850 // AT1G74930 // AT5G43700 // AT1G47250 // AT2G34720 // AT3G53570 // AT2G39840 // AT4G17490 // AT3G04400 // AT2G33370 // AT3G19670 // AT1G22190 // AT4G34870 // AT1G15510 // AT1G75490 // AT5G49450 // AT3G24830 // AT5G48740 // AT5G49770 // AT4G37260 
GO:0009889	P	regulation of biosynthetic process	32	355	1881	37767	0.0011	0.028	// AT5G62470 // AT4G38620 // AT1G80840 // AT5G04760 // AT5G47220 // AT3G08730 // AT1G51700 // AT4G38960 // AT2G35530 // AT2G38470 // AT2G04880 // AT4G32800 // AT5G67300 // AT5G43630 // AT1G22190 // AT1G74930 // AT5G59450 // AT3G62420 // AT4G23050 // AT1G68920 // AT3G57300 // AT3G15210 // AT1G42990 // AT1G63650 // AT4G17490 // AT5G43700 // AT2G34720 // AT3G53570 // AT4G39780 // AT1G75490 // AT5G49450 // AT4G37260 
GO:0031326	P	regulation of cellular biosynthetic process	32	355	1881	37767	0.0011	0.028	// AT5G62470 // AT4G38620 // AT1G80840 // AT5G04760 // AT5G47220 // AT3G08730 // AT1G51700 // AT4G38960 // AT2G35530 // AT2G38470 // AT2G04880 // AT4G32800 // AT5G67300 // AT5G43630 // AT1G22190 // AT1G74930 // AT5G59450 // AT3G62420 // AT4G23050 // AT1G68920 // AT3G57300 // AT3G15210 // AT1G42990 // AT1G63650 // AT4G17490 // AT5G43700 // AT2G34720 // AT3G53570 // AT4G39780 // AT1G75490 // AT5G49450 // AT4G37260 
GO:0031323	P	regulation of cellular metabolic process	34	355	2036	37767	0.001	0.028	// AT5G62470 // AT4G38620 // AT1G80840 // AT5G04760 // AT5G47220 // AT3G08730 // AT1G51700 // AT3G48190 // AT4G38960 // AT2G35530 // AT2G38470 // AT2G04880 // AT4G32800 // AT5G67300 // AT5G43630 // AT1G22190 // AT1G74930 // AT5G59450 // AT3G62420 // AT4G23050 // AT1G68920 // AT3G57300 // AT3G15210 // AT1G42990 // AT1G63650 // AT4G17490 // AT5G43700 // AT1G28380 // AT2G34720 // AT3G53570 // AT4G39780 // AT1G75490 // AT5G49450 // AT4G37260 
GO:0009739	P	response to gibberellin stimulus	7	355	159	37767	0.00098	0.028	// AT5G62470 // AT4G24210 // AT2G46830 // AT4G38620 // AT5G67300 // AT3G28910 // AT4G37260 
GO:0009620	P	response to fungus	7	355	158	37767	0.00095	0.028	// AT1G80840 // AT2G38470 // AT1G37130 // AT3G52400 // AT2G30020 // AT3G10985 // AT1G59870 
GO:0060255	P	regulation of macromolecule metabolic process	34	355	2060	37767	0.0013	0.03	// AT5G62470 // AT4G38620 // AT1G80840 // AT2G38470 // AT5G47220 // AT3G08730 // AT1G51700 // AT3G48190 // AT4G38960 // AT2G35530 // AT5G04760 // AT2G04880 // AT4G32800 // AT5G67300 // AT5G43630 // AT1G22190 // AT1G74930 // AT5G59450 // AT3G62420 // AT4G23050 // AT1G68920 // AT2G19930 // AT3G57300 // AT3G15210 // AT1G42990 // AT1G63650 // AT4G17490 // AT5G43700 // AT2G34720 // AT3G53570 // AT4G39780 // AT1G75490 // AT5G49450 // AT4G37260 
GO:0016070	P	RNA metabolic process	29	355	1657	37767	0.0012	0.03	// AT5G47220 // AT1G80840 // AT2G38470 // AT3G19670 // AT2G35530 // AT4G24740 // AT2G04880 // AT4G32800 // AT5G67300 // AT1G22190 // AT1G74930 // AT1G07350 // AT3G62420 // AT4G23050 // AT2G47420 // AT2G19870 // AT1G08360 // AT1G60900 // AT3G47348 // AT3G56300 // AT3G15210 // AT1G42990 // AT4G17490 // AT2G34720 // AT4G39780 // AT1G15510 // AT1G75490 // AT5G49450 // AT4G37260 
GO:0010468	P	regulation of gene expression	33	355	2001	37767	0.0015	0.035	// AT5G62470 // AT4G38620 // AT1G80840 // AT2G38470 // AT5G47220 // AT3G08730 // AT1G51700 // AT4G38960 // AT2G35530 // AT5G04760 // AT2G04880 // AT4G32800 // AT5G67300 // AT5G43630 // AT1G22190 // AT1G74930 // AT5G59450 // AT3G62420 // AT4G23050 // AT1G68920 // AT2G19930 // AT3G57300 // AT3G15210 // AT1G42990 // AT1G63650 // AT4G17490 // AT5G43700 // AT2G34720 // AT3G53570 // AT4G39780 // AT1G75490 // AT5G49450 // AT4G37260 
GO:0019219	P	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	31	355	1847	37767	0.0016	0.036	// AT5G62470 // AT4G38620 // AT1G80840 // AT5G04760 // AT5G47220 // AT1G51700 // AT3G48190 // AT4G38960 // AT2G35530 // AT2G38470 // AT2G04880 // AT4G32800 // AT5G67300 // AT5G43630 // AT1G22190 // AT1G74930 // AT5G59450 // AT3G62420 // AT4G23050 // AT1G68920 // AT3G57300 // AT3G15210 // AT1G42990 // AT1G63650 // AT4G17490 // AT2G34720 // AT3G53570 // AT4G39780 // AT1G75490 // AT5G49450 // AT4G37260 
GO:0034645	P	cellular macromolecule biosynthetic process	52	355	3661	37767	0.002	0.037	// AT5G62470 // AT4G38620 // AT1G80840 // AT2G38470 // AT4G17910 // AT3G08730 // AT5G60670 // AT3G55750 // AT2G34520 // AT4G38960 // AT2G04880 // AT5G67510 // AT5G04760 // AT4G37660 // AT4G32800 // AT5G27770 // AT5G67300 // AT5G43630 // AT1G22190 // AT2G35530 // AT1G57660 // AT5G59450 // AT3G11400 // AT4G23050 // AT5G52650 // AT1G51700 // AT3G62420 // AT1G07770 // AT1G68920 // AT4G17490 // AT1G08360 // AT5G47220 // AT4G09800 // AT3G57300 // AT3G02080 // AT3G53430 // AT3G56300 // AT3G15210 // AT1G42990 // AT1G63650 // AT5G27850 // AT1G74930 // AT5G43700 // AT2G34720 // AT3G53570 // AT3G04400 // AT2G33370 // AT4G39780 // AT1G75490 // AT5G49450 // AT3G24830 // AT4G37260 
GO:0042742	P	defense response to bacterium	7	355	177	37767	0.0018	0.037	// AT5G47220 // AT1G80840 // AT2G38470 // AT5G06320 // AT3G44670 // AT3G15210 // AT1G59870 
GO:0065007	P	biological regulation	58	355	4188	37767	0.0019	0.037	// AT1G15240 // AT1G03930 // AT4G38620 // AT5G25510 // AT1G80840 // AT2G38470 // AT5G26240 // AT5G62470 // AT3G08730 // AT1G51700 // AT3G06730 // AT3G48190 // AT1G66090 // AT4G38960 // AT2G04880 // AT1G75290 // AT1G59870 // AT4G24210 // AT4G32800 // AT5G67300 // AT5G43630 // AT1G33610 // AT2G46790 // AT2G35530 // AT5G59450 // AT3G62420 // AT4G39780 // AT3G61010 // AT3G14240 // AT4G23050 // AT1G68920 // AT4G19520 // AT2G19930 // AT5G11250 // AT5G04760 // AT1G63650 // AT1G75490 // AT5G47220 // AT3G57300 // AT5G54510 // AT1G72940 // AT3G15210 // AT1G42990 // AT1G63860 // AT1G74930 // AT5G43700 // AT1G28380 // AT3G52400 // AT3G53570 // AT2G29890 // AT2G39280 // AT1G22190 // AT4G34870 // AT2G34150 // AT2G34720 // AT5G49450 // AT4G17490 // AT4G37260 
GO:0016265	P	death	9	355	286	37767	0.0019	0.037	// AT1G63860 // AT4G19520 // AT5G11250 // AT3G52400 // AT4G19060 // AT1G66090 // AT1G28380 // AT1G29690 // AT3G28910 
GO:0009987	P	cellular process	136	355	11684	37767	0.002	0.037	// AT1G80840 // AT5G60670 // AT4G24570 // AT3G55750 // AT1G67470 // AT2G45920 // AT4G24740 // AT1G23870 // AT3G19670 // AT3G13782 // AT1G07350 // AT3G11400 // AT1G51700 // AT4G37250 // AT2G47420 // AT3G24715 // AT2G46520 // AT4G11240 // AT4G12570 // AT5G11250 // AT4G00040 // AT4G38950 // AT4G09800 // AT1G33610 // AT3G57300 // AT3G58160 // AT3G56300 // AT5G43700 // AT4G25280 // AT3G52400 // AT3G53570 // AT4G39780 // AT3G47800 // AT1G13350 // AT3G24830 // AT3G14090 // AT1G72520 // AT4G37260 // AT1G15240 // AT1G03930 // AT5G25510 // AT4G17910 // AT1G02010 // AT2G34520 // AT1G75850 // AT4G24210 // AT4G37660 // AT5G43630 // AT3G53810 // AT2G35530 // AT2G46505 // AT5G48380 // AT3G62420 // AT1G08360 // AT1G07770 // AT5G54510 // AT2G19870 // AT1G68920 // AT1G03920 // AT4G19060 // AT5G62470 // AT2G15090 // AT4G02120 // AT4G05460 // AT1G47250 // AT4G34870 // AT5G58160 // AT1G29690 // AT5G58430 // AT5G47220 // AT4G38620 // AT5G26240 // AT1G16130 // AT3G48190 // AT5G53010 // AT2G04880 // AT1G59870 // AT5G44750 // AT1G60490 // AT4G32800 // AT5G67300 // AT5G25270 // AT2G46790 // AT4G23050 // AT3G61010 // AT1G67300 // AT3G28910 // AT1G29900 // AT3G02080 // AT3G53430 // AT3G15210 // AT1G42990 // AT4G17490 // AT3G04400 // AT2G33370 // AT1G22190 // AT2G34150 // AT1G75490 // AT5G48740 // AT5G49770 // AT2G37190 // AT2G38470 // AT3G08730 // AT3G06730 // AT5G43970 // AT1G66090 // AT4G38960 // AT4G32300 // AT5G67510 // AT1G09070 // AT1G72940 // AT5G27770 // AT2G39840 // AT5G40850 // AT1G74930 // AT1G57660 // AT5G59450 // AT5G52650 // AT4G19520 // AT2G19930 // AT5G04760 // AT1G60900 // AT1G70450 // AT1G28380 // AT3G47348 // AT5G52050 // AT1G63860 // AT1G77760 // AT5G27850 // AT1G37130 // AT2G34720 // AT2G29890 // AT2G39280 // AT1G63650 // AT1G15510 // AT5G49450 
GO:0008219	P	cell death	9	355	286	37767	0.0019	0.037	// AT1G63860 // AT4G19520 // AT5G11250 // AT3G52400 // AT4G19060 // AT1G66090 // AT1G28380 // AT1G29690 // AT3G28910 
GO:0046686	P	response to cadmium ion	7	355	178	37767	0.0018	0.037	// AT5G62470 // AT4G38620 // AT2G46830 // AT5G67300 // AT1G72650 // AT3G28910 // AT4G37260 
GO:0051707	P	response to other organism	14	355	599	37767	0.002	0.037	// AT5G47220 // AT1G80840 // AT2G38470 // AT4G15760 // AT5G06320 // AT3G52400 // AT3G44670 // AT2G30020 // AT3G28740 // AT1G37130 // AT3G10985 // AT3G15210 // AT3G28910 // AT1G59870 
GO:0019222	P	regulation of metabolic process	35	355	2210	37767	0.0021	0.037	// AT5G62470 // AT4G38620 // AT1G80840 // AT2G38470 // AT5G47220 // AT3G08730 // AT1G51700 // AT3G48190 // AT4G38960 // AT2G35530 // AT5G04760 // AT2G04880 // AT4G32800 // AT5G67300 // AT5G43630 // AT1G22190 // AT1G74930 // AT5G59450 // AT3G62420 // AT4G23050 // AT1G68920 // AT2G19930 // AT3G57300 // AT3G15210 // AT1G42990 // AT1G63650 // AT4G17490 // AT5G43700 // AT1G28380 // AT2G34720 // AT3G53570 // AT4G39780 // AT1G75490 // AT5G49450 // AT4G37260 
GO:0045449	P	regulation of transcription	30	355	1802	37767	0.0021	0.037	// AT5G62470 // AT4G38620 // AT1G80840 // AT5G04760 // AT5G47220 // AT1G51700 // AT4G38960 // AT2G35530 // AT2G38470 // AT2G04880 // AT4G32800 // AT5G67300 // AT5G43630 // AT1G22190 // AT1G74930 // AT5G59450 // AT3G62420 // AT4G23050 // AT1G68920 // AT3G57300 // AT3G15210 // AT1G42990 // AT1G63650 // AT4G17490 // AT2G34720 // AT3G53570 // AT4G39780 // AT1G75490 // AT5G49450 // AT4G37260 
GO:0010038	P	response to metal ion	8	355	238	37767	0.0023	0.038	// AT5G62470 // AT4G38620 // AT5G26240 // AT2G46830 // AT5G67300 // AT1G72650 // AT3G28910 // AT4G37260 
GO:0009059	P	macromolecule biosynthetic process	52	355	3685	37767	0.0023	0.038	// AT5G62470 // AT4G38620 // AT1G80840 // AT2G38470 // AT4G17910 // AT3G08730 // AT5G60670 // AT3G55750 // AT2G34520 // AT4G38960 // AT2G04880 // AT5G67510 // AT5G04760 // AT4G37660 // AT4G32800 // AT5G27770 // AT5G67300 // AT5G43630 // AT1G22190 // AT2G35530 // AT1G57660 // AT5G59450 // AT3G11400 // AT4G23050 // AT5G52650 // AT1G51700 // AT3G62420 // AT1G07770 // AT1G68920 // AT4G17490 // AT1G08360 // AT5G47220 // AT4G09800 // AT3G57300 // AT3G02080 // AT3G53430 // AT3G56300 // AT3G15210 // AT1G42990 // AT1G63650 // AT5G27850 // AT1G74930 // AT5G43700 // AT2G34720 // AT3G53570 // AT3G04400 // AT2G33370 // AT4G39780 // AT1G75490 // AT5G49450 // AT3G24830 // AT4G37260 
GO:0051171	P	regulation of nitrogen compound metabolic process	31	355	1888	37767	0.0022	0.038	// AT5G62470 // AT4G38620 // AT1G80840 // AT5G04760 // AT5G47220 // AT1G51700 // AT3G48190 // AT4G38960 // AT2G35530 // AT2G38470 // AT2G04880 // AT4G32800 // AT5G67300 // AT5G43630 // AT1G22190 // AT1G74930 // AT5G59450 // AT3G62420 // AT4G23050 // AT1G68920 // AT3G57300 // AT3G15210 // AT1G42990 // AT1G63650 // AT4G17490 // AT2G34720 // AT3G53570 // AT4G39780 // AT1G75490 // AT5G49450 // AT4G37260 
GO:0048583	P	regulation of response to stimulus	7	355	188	37767	0.0025	0.04	// AT5G47220 // AT4G24210 // AT1G80840 // AT3G52400 // AT3G57300 // AT3G15210 // AT1G59870 
GO:0012501	P	programmed cell death	8	355	244	37767	0.0027	0.042	// AT1G63860 // AT4G19520 // AT5G11250 // AT3G52400 // AT4G19060 // AT1G66090 // AT1G28380 // AT3G28910 
GO:0006139	P	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	46	355	3198	37767	0.0029	0.045	// AT5G62470 // AT4G38620 // AT1G80840 // AT2G38470 // AT3G19670 // AT1G51700 // AT3G48190 // AT4G38960 // AT5G53010 // AT1G68920 // AT2G35530 // AT5G04760 // AT4G24740 // AT2G04880 // AT4G32800 // AT1G07350 // AT5G67300 // AT5G43630 // AT1G22190 // AT1G74930 // AT5G59450 // AT3G62420 // AT4G23050 // AT4G02120 // AT2G47420 // AT2G19870 // AT5G44750 // AT1G08360 // AT5G47220 // AT1G60900 // AT3G57300 // AT3G47348 // AT3G13782 // AT3G56300 // AT3G15210 // AT1G42990 // AT1G63650 // AT4G17490 // AT4G25280 // AT2G34720 // AT3G53570 // AT4G39780 // AT1G15510 // AT1G75490 // AT5G49450 // AT4G37260 
